Dividendos_Pagos,2008T4,2013T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T2,2022T4,2023T4,2024T4,2025T4
Dividendos + JCP Pagos no Trimestre,0.2037,1.0725,10.5566,5.4167,1.7926,5.329,5.1629,3.1824,9.0761,5.8613,9.999,10.644,6.2615,3.718
