Ticker,Preço_Fechamento,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
AGRO3,Preço de Fechamento Ajustado,4.38,4.89,4.69,4.53,4.2,4.29,3.55,3.31,4.27,4.44,4.44,4.92,4.34,4.25,3.94,4.31,4.07,4.08,3.98,5.01,5.04,5.54,5.67,6.01,5.76,5.86,6.35,6.47,7.03,6.76,7.02,7.32,7.39,8.9,8.87,9.47,10.15,11.44,10.44,12.61,13.05,15.53,14.12,18.64,18.92,19.67,21.77,17.7,21.92,24.16,19.44,19.77,23.16,24.11,22.17,23.14,22.75,21.3,21.69,19.06,19.5,20.13
