cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T2,2018T3,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,107324.0,108640.0,100453.0,80018.0,102405.0,123257.0,146014.0,134054.0,129546.0,168480.0,183771.0,153241.0,163111.0,171693.0,136153.0,177815.0,185715.0,177651.0,161198.0,80665.0,166130.0,210632.0,211300.0,221307.0,266792.0,254877.0,284769.0,320386.0,350858.0,271636.0,283566.0,312869.0,300249.0,218755.0,225471.0,271905.0,294766.0,244635.0,223781.0,230617.0,248945.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-90496.0,-103119.0,-99957.0,-86299.0,-98741.0,-116159.0,-128705.0,-118152.0,-111852.0,-137625.0,-145925.0,-123054.0,-140048.0,-155301.0,-122980.0,-160180.0,-164541.0,-153499.0,-137571.0,-64767.0,-137142.0,-175456.0,-178537.0,-178908.0,-226980.0,-220331.0,-251932.0,-285161.0,-286592.0,-201596.0,-204754.0,-224672.0,-201332.0,-149166.0,-155987.0,-191395.0,-215385.0,-166818.0,-161451.0,-176131.0,-183721.0
3.03,Resultado Bruto,16828.0,5521.0,496.0,-6281.0,3664.0,7098.0,17309.0,15902.0,17694.0,30855.0,37846.0,30187.0,23063.0,16392.0,13173.0,17635.0,21174.0,24152.0,23627.0,15898.0,28988.0,35176.0,32763.0,42399.0,39812.0,34546.0,32837.0,35225.0,64266.0,70040.0,78812.0,88197.0,98917.0,69589.0,69484.0,80510.0,79381.0,77817.0,62330.0,54486.0,65224.0
3.04,Despesas/Receitas Operacionais,-13410.0,-17589.0,-22342.0,-21366.0,-18799.0,-19787.0,-13091.0,-71457.0,-15033.0,-15733.0,-16327.0,-14223.0,-13440.0,-18103.0,-19586.0,-1276.0,-17175.0,-22389.0,-21503.0,-33920.0,-25084.0,-22043.0,-22870.0,-28752.0,-26878.0,-26440.0,-28083.0,-34042.0,-29542.0,-41840.0,-34658.0,-41439.0,-36255.0,-34464.0,-32513.0,-39161.0,-34346.0,-35928.0,-34969.0,-40846.0,-48636.0
3.04.02,Despesas Gerais e Administrativas,-5513.0,-5973.0,-5218.0,-5588.0,-5956.0,-6141.0,-6511.0,-6415.0,-5847.0,-6451.0,-6313.0,-6453.0,-6389.0,-6149.0,-6648.0,-10265.0,-7610.0,-6683.0,-7784.0,-7556.0,-8811.0,-9414.0,-9455.0,-10267.0,-10595.0,-11052.0,-10923.0,-12084.0,-12971.0,-14301.0,-12275.0,-12391.0,-12648.0,-12703.0,-13077.0,-16318.0,-13090.0,-14774.0,-14056.0,-15346.0,-14532.0
3.04.05,Outras Despesas Operacionais,-1708.0,-6321.0,-10347.0,-12369.0,-5835.0,-6248.0,-523.0,-57133.0,-1924.0,-1237.0,-12340.0,-9264.0,-912.0,-1507.0,-4290.0,-17415.0,-489.0,-6807.0,-10251.0,-19707.0,-9830.0,-2742.0,-3106.0,-5201.0,-3071.0,-2620.0,-6286.0,-5898.0,-1570.0,-9278.0,-7326.0,-12542.0,-8548.0,-10483.0,-7427.0,-6240.0,-5296.0,-8473.0,-11907.0,-13201.0,-26123.0
3.04.05.02,Depreciação e amortização,,,,-25189.0,-4506.0,-2989.0,-1840.0,-56192.0,-853.0,-418.0,-10775.0,-6854.0,-264.0,-793.0,-3604.0,-15036.0,193.0,-6113.0,-9497.0,-18138.0,-9378.0,-2069.0,-2293.0,-4415.0,-2171.0,-1981.0,-4782.0,-4092.0,-544.0,-8333.0,-5506.0,-10500.0,-7628.0,-9101.0,-5777.0,-4667.0,-3891.0,-9551.0,-11120.0,-12263.0,-6361.0
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,3418.0,-12068.0,-21846.0,-27647.0,-15135.0,-12689.0,4218.0,-55555.0,2661.0,15122.0,21519.0,44410.0,9623.0,-1711.0,-6413.0,18911.0,3999.0,-789.0,2124.0,-18022.0,3904.0,13133.0,9893.0,13647.0,12934.0,8106.0,4754.0,1183.0,34724.0,28200.0,44154.0,46758.0,62662.0,35125.0,36971.0,41349.0,45035.0,41889.0,27361.0,13640.0,16588.0
3.06,Resultado Financeiro,-8531.0,-8189.0,-11748.0,-14235.0,-11382.0,-14313.0,-21895.0,-18657.0,-17759.0,-18317.0,-12318.0,4599.0,-9806.0,-11913.0,-13856.0,20300.0,-14152.0,-12508.0,-14257.0,-12249.0,-11509.0,-8481.0,-8579.0,-11005.0,-11956.0,-14886.0,-19361.0,-21102.0,-19522.0,-32549.0,-26629.0,-21884.0,-21047.0,-17954.0,-19269.0,-17848.0,-25101.0,-20898.0,-19082.0,-23493.0,-34246.0
