cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T2,2018T3,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.06.01,Receitas Financeiras,4505.0,5426.0,5694.0,3119.0,5058.0,4226.0,2358.0,3459.0,1803.0,2607.0,1715.0,11693.0,3355.0,5014.0,3167.0,36255.0,4422.0,4070.0,4867.0,4230.0,3641.0,5770.0,2525.0,3466.0,3641.0,4312.0,8258.0,8755.0,9582.0,3416.0,3908.0,5052.0,3401.0,2364.0,2388.0,3848.0,1866.0,3935.0,3078.0,2316.0,3171.0
3.06.02,Despesas Financeiras,-13036.0,-13615.0,-17442.0,-17354.0,-16440.0,-18539.0,-24253.0,-22116.0,-19562.0,-20924.0,-14033.0,-7094.0,-13161.0,-16927.0,-17023.0,-15955.0,-18574.0,-16578.0,-19124.0,-16479.0,-15150.0,-14251.0,-11104.0,-14471.0,-15597.0,-19198.0,-27619.0,-29857.0,-29104.0,-35965.0,-30537.0,-26936.0,-24448.0,-20318.0,-21657.0,-21696.0,-26967.0,-24833.0,-22160.0,-25809.0,-37417.0
3.07,Resultado Antes dos Tributos sobre o Lucro,-5113.0,-20257.0,-33594.0,-41882.0,-26517.0,-27002.0,-17677.0,-74212.0,-15098.0,-3195.0,9201.0,49009.0,-183.0,-13624.0,-20269.0,39211.0,-10153.0,-13297.0,-12133.0,-30271.0,-7605.0,4652.0,1314.0,2642.0,978.0,-6780.0,-14607.0,-19919.0,15202.0,-4349.0,17525.0,24874.0,41615.0,17171.0,17702.0,23501.0,19934.0,20991.0,8279.0,-9853.0,-17658.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-294.0,-1662.0,-1726.0,-357.0,-1595.0,-479.0,-488.0,-219.0,-600.0,-30047.0,-6574.0,-9084.0,-555.0,-4072.0,-182.0,-9199.0,-106.0,-110.0,-16.0,-329.0,-8.0,-210.0,-950.0,-687.0,-128.0,-1593.0,-820.0,-540.0,-1681.0,-305.0,-4275.0,-5110.0,-7813.0,-3798.0,-2292.0,-5932.0,-2731.0,-17507.0,-3675.0,-1455.0,-4595.0
3.09,Resultado Líquido das Operações Continuadas,4819.0,18595.0,35320.0,38787.0,24922.0,26523.0,17189.0,73993.0,14498.0,26852.0,15775.0,29097.0,372.0,9552.0,20451.0,30012.0,10047.0,-46625.0,12117.0,29942.0,7597.0,-3736.0,2264.0,1955.0,850.0,-3051.0,13787.0,20459.0,13521.0,-20748.0,13250.0,19764.0,33802.0,13373.0,15410.0,17569.0,17203.0,60408.0,4604.0,11308.0,13063.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,Lucro/Prejuízo Consolidado do Período,4819.0,18595.0,35320.0,38787.0,24922.0,26523.0,17189.0,73993.0,14498.0,26852.0,15775.0,29097.0,372.0,9552.0,20451.0,30012.0,10047.0,-46625.0,12117.0,29942.0,7597.0,-3736.0,2264.0,1955.0,850.0,-3051.0,13787.0,20459.0,13521.0,-20748.0,13250.0,19764.0,33802.0,13373.0,15410.0,17569.0,17203.0,60408.0,4604.0,11308.0,13063.0
3.11.01,Atribuído a Sócios da Empresa Controladora,-4347.0,-17905.0,-34067.0,-36813.0,-23818.0,-25853.0,-17197.0,-73408.0,-14214.0,24888.0,14755.0,57275.0,914.0,-8729.0,-19429.0,23903.0,-9415.0,-12612.0,-11457.0,-27491.0,-6897.0,4359.0,2541.0,3225.0,1812.0,-6046.0,-11367.0,-18508.0,14956.0,-3031.0,15988.0,20094.0,30958.0,13314.0,15370.0,17608.0,17158.0,60399.0,4657.0,-11133.0,-13063.0
3.11.02,Atribuído a Sócios Não Controladores,-472.0,-690.0,-1253.0,-1974.0,-1104.0,-670.0,8.0,-585.0,-284.0,1964.0,1020.0,818.0,-542.0,-823.0,-1022.0,6109.0,-632.0,-787.0,-660.0,-2451.0,-700.0,-623.0,-277.0,-1270.0,-962.0,-1041.0,-2420.0,-1951.0,-1435.0,-3263.0,-2738.0,-330.0,2844.0,59.0,40.0,-39.0,45.0,9.0,-53.0,-175.0,0.0
3.99,Lucro por Ação (Reais/Ação),-0.43,-1.79,-3.4067,-3.6833,-2.38,-2.59,-1.72,-7.34,-1.42,2.49,1.48,5.72,0.09,-0.87,-1.94,2.39,-0.94,-1.27,-1.15,-2.75,-0.69,0.44,0.25,0.32,0.18,-0.6,-1.14,-1.85,1.5,-0.31,-1.8,2.01,3.1,4.73,1.54,1.76,1.72,6.03,0.47,-1.11,-1.31
