Preço_Fechamento,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T2,2018T3,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,9.0,8.99,8.0,8.0,8.0,8.0,6.98,6.0,5.0,4.9,5.01,11.0,9.0,6.47,6.0,6.0,9.6,9.0,9.0,13.8,8.9,11.54,10.48,10.15,7.35,7.19,6.77,6.72,6.0,6.35,5.7,11.34,16.0,27.64,35.0,26.75,23.9,30.5,25.0,27.56,15.0,9.91
