Dividendos_Pagos,1996T1,1996T3,1996T4,1997T1,1997T3,1997T4,1998T1,1998T3,1999T2,1999T4,2000T1,2000T2,2000T3,2000T4,2001T1,2001T2,2001T3,2001T4,2002T1,2002T2,2002T3,2002T4,2003T1,2003T2,2003T3,2003T4,2004T1,2004T2,2004T3,2004T4,2005T1,2005T2,2005T3,2005T4,2006T1,2006T2,2008T4,2009T2,2010T1,2010T3,2011T1,2011T3,2012T1,2012T4,2013T1,2013T4,2014T1
Dividendos + JCP Pagos no Trimestre,3.0,3.0,3.0,4.5,4.5,1.5,2.01,1.5,3.0,1.8,3.0,1.5,3.0,3.6,3.0,1.95,2.1,2.55,3.6,2.55,1.65,2.25,2.4,1.0,1.3,2.0,2.0,1.0,2.0,2.4,2.8,2.36,2.94,2.84,1.3,1.0,3.66,0.204,2.0,2.3529,2.0,0.8471,0.36,0.6,0.6,0.8,0.4
