Dividendos_Pagos,2007T2,2008T2,2008T4,2009T2,2010T2,2011T2,2012T2
Dividendos + JCP Pagos no Trimestre,0.0444,0.1158,0.1113,0.2008,0.206,0.1692,0.1494
