Dividendos_Pagos,2000T4,2001T1,2001T2,2002T1,2005T1,2006T1,2007T1,2008T1,2009T1,2010T1,2011T1,2012T1,2012T2,2012T4,2013T1,2013T4,2014T1,2015T1,2016T1,2017T1,2018T1,2018T2,2018T3,2018T4,2019T3,2020T1,2021T4,2022T1,2022T3,2022T4,2023T1,2024T1,2024T3,2024T4,2025T1,2025T4
Dividendos + JCP Pagos no Trimestre,2.9551,2.5872,0.2771,7.1037,11.9363,1.0528,0.8434,0.5647,1.6701,0.4301,0.6887,0.9184,0.1338,0.1344,0.0369,0.5358,0.3003,0.3026,0.2208,0.0756,0.2558,0.2385,0.2309,0.2584,0.1851,0.6641,1.0056,0.3993,0.2349,0.1984,0.3013,0.0875,0.1281,0.389,0.1946,0.3071
