Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
MYPK3,Preço de Fechamento Ajustado,8.22,10.13,12.56,14.28,13.21,13.06,11.66,15.48,22.68,14.81,16.83,17.39,16.91,15.35,17.45,17.02,14.83,13.01,11.0,8.04,6.79,8.51,10.23,8.31,8.76,9.47,12.1,8.06,11.78,11.76,15.18,16.25,18.69,15.11,13.96,17.59,15.84,16.48,14.28,17.41,8.58,10.52,10.66,12.06,9.36,12.47,13.73,12.75,11.04,13.5,11.07,10.42,10.91,11.35,12.45,11.71,13.24,10.76,10.09,10.81,11.33,12.99,11.6,9.92
