Dividendos_Pagos,2015T1,2015T2,2015T4,2016T2,2017T4,2018T2,2018T4,2019T1,2019T4,2020T4,2021T2,2021T4,2022T2,2022T4,2023T2,2023T4,2024T2,2024T4,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.0673,0.1811,0.0932,0.2249,0.1112,0.1027,0.1422,0.1772,0.0175,0.4389,0.173,0.3004,0.2375,0.4388,0.1967,0.2764,0.3369,2.8084,0.1506,0.9299
