Preço_Fechamento,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2026T1
Preço de Fechamento Ajustado,,,6.56,5.83,5.55,4.91,5.26,5.37,5.19,5.52,5.23,7.04,6.12,8.84,9.85,9.11,8.46,7.93,8.27,9.6,8.2,8.5,8.26,7.26,6.02,6.31,6.93,7.69,8.24,7.63,8.03,5.5,3.7,4.98,5.55
