Dividendos_Pagos,2017T4,2018T3,2018T4,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.1585,0.0495,0.1113,0.0644,0.0747,0.0405,0.0405,0.0405,0.0405,0.4622,0.0546,0.0548,0.0688,0.0691,0.0694,0.1533,0.0707,0.0714,0.0715,0.0718,0.0724,0.073,0.0733,0.0733,0.0733,0.0733,0.0733,0.0733,0.0733,0.0733
