especie,2010T4,2011T4,2012T4,2013T4,2014T4,2015T4,2016T4,2017T4,2018T4,2019T4,2020T4,2021T4,2022T4,2023T4,2024T4,2026T1
ON,81798769,81798769,81798769,81798769,81613469,75758769,75758769,146117538,146117538,186617538,186617538,186617538,186617538,186617538,186617538,ON
TOTAL,81798769,81798769,81798769,81798769,81613469,75758769,75758769,146117538,146117538,186617538,186617538,186617538,186617538,186617538,186617538,TOTAL
