Dividendos_Pagos,2008T2,2008T4,2010T2,2011T2,2013T2,2014T2,2015T2,2016T2,2017T2,2018T2,2019T2,2020T2,2021T2,2022T2,2023T2,2024T2,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.0662,0.0645,0.1417,0.1137,0.0485,0.125,0.1295,0.1301,0.1301,0.1677,0.1369,0.2143,0.2419,0.2196,0.1373,0.1977,0.3006,0.985
