Dividendos_Pagos,2007T2,2008T2,2009T2,2009T4,2010T2,2011T2,2012T2,2013T2,2014T2,2015T2,2019T2,2020T2,2021T2,2022T2,2025T2
Dividendos + JCP Pagos no Trimestre,0.0116,0.0093,0.0237,0.0493,0.0291,0.0131,0.006,0.0299,0.0412,0.0118,0.2441,0.3981,0.0701,0.0825,0.4188
