Dividendos_Pagos,2021T2,2021T4,2022T2,2022T3,2022T4,2023T2,2023T4,2024T2,2024T4,2025T1,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.0064,0.277,0.1205,0.0346,0.0544,0.2785,0.2826,0.2043,0.1958,0.7343,0.2441,0.3163
