Ticker,Preço_Fechamento,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
MELK3,Preço de Fechamento Ajustado,,,,,,,3.8,3.57,2.5,2.87,2.03,1.94,2.1,1.84,2.27,1.73,1.57,2.42,2.54,2.92,2.88,2.2,2.19,2.39,2.63,3.11,3.85,3.61
