cd_conta,conta,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,1224418.000,1287695.000,1456506.000,1978900.000,1790464.000,1835460.000,1846474.000,1969950.000,1951410.000,1994310.000,2060829.000,2198124.000,2301121.000,2317161.000,2402663.000,2434826.000,2421373.000,2451693.000,2455854.000,2520083.000,2594695.000,2489038.000,2596784.000,2692113.000
1.01,Ativo Circulante,905531.000,958592.000,1104798.000,1667210.000,1587034.000,1626179.000,1635931.000,1739652.000,1689609.000,1720414.000,1649891.000,1588231.000,1844235.000,1910306.000,1973690.000,1979954.000,1991437.000,1938444.000,2057707.000,2072871.000,1987247.000,1924364.000,1938031.000,1971586.000
1.01.01,Caixa e Equivalentes de Caixa,9213.000,36692.000,8346.000,6419.000,6491.000,60618.000,51516.000,36139.000,16140.000,8916.000,8524.000,8882.000,16058.000,17041.000,2113.000,5582.000,1580.000,1045.000,812.000,3710.000,5140.000,1589.000,1707.000,33839.000
1.01.02,Aplicações Financeiras,126412.000,136571.000,276643.000,856986.000,695049.000,616191.000,583773.000,508882.000,384553.000,370424.000,379101.000,328744.000,336366.000,351103.000,408341.000,441263.000,397595.000,447863.000,499878.000,508551.000,457647.000,348993.000,396976.000,330967.000
1.01.03,Contas a Receber,769906.000,785329.000,819809.000,803805.000,885494.000,949370.000,1000642.000,1194631.000,1288916.000,1341074.000,1262266.000,1250605.000,1491811.000,610282.000,1563236.000,1533109.000,1592262.000,1489536.000,1557017.000,1560610.000,1524460.000,1573782.000,1539348.000,1606780.000
1.01.04,Estoques,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,931880.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.05,Ativos Biológicos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.06,Tributos a Recuperar,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.07,Despesas Antecipadas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.08,Outros Ativos Circulantes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.02,Ativo Não Circulante,318887.000,329103.000,351708.000,311690.000,203430.000,209281.000,210543.000,230298.000,261801.000,273896.000,410938.000,609893.000,456886.000,406855.000,428973.000,454872.000,429936.000,513249.000,398147.000,447212.000,607448.000,564674.000,658753.000,720527.000
1.02.01,Ativo Realizável a Longo Prazo,312568.000,323287.000,345121.000,305847.000,196051.000,202324.000,200368.000,216007.000,243288.000,255157.000,390692.000,584441.000,431611.000,379649.000,400342.000,423061.000,395336.000,476066.000,360189.000,403741.000,517954.000,473365.000,515348.000,570735.000
1.02.02,Investimentos,200.000,200.000,200.000,200.000,1487.000,1487.000,4584.000,4584.000,4584.000,4584.000,6614.000,12181.000,12422.000,14330.000,16396.000,19894.000,23385.000,23627.000,24941.000,30901.000,77658.000,79395.000,131109.000,135499.000
1.02.03,Imobilizado,5756.000,5299.000,6098.000,5354.000,5661.000,5265.000,5404.000,9539.000,13771.000,14016.000,13508.000,12982.000,12604.000,12654.000,12044.000,11757.000,11086.000,13457.000,12808.000,12159.000,11307.000,11255.000,11537.000,13008.000
1.02.04,Intangível,363.000,317.000,289.000,289.000,231.000,205.000,187.000,168.000,158.000,139.000,124.000,289.000,249.000,222.000,191.000,160.000,129.000,99.000,209.000,411.000,529.000,659.000,759.000,1285.000
