cd_conta,ds_conta,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,124493.000,146061.000,145722.000,146617.000,134213.000,187589.000,111748.000,147899.000,165035.000,183530.000,186616.000,236638.000,206995.000,304927.000,306411.000,211235.000,298968.000,241671.000,258650.000,384420.000,245143.000,140815.000,245563.000,397471.000,225183.000,337970.000,243569.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-88134.000,-111639.000,-115914.000,-108338.000,-101952.000,-145783.000,-78843.000,-124804.000,-125331.000,-140926.000,-137678.000,-182860.000,-146766.000,-241082.000,-235050.000,-171735.000,-247900.000,-190763.000,-220457.000,-280842.000,-191021.000,-135174.000,-178403.000,-300919.000,-174260.000,-248569.000,-182167.000
3.03,Resultado Bruto,36359.000,34422.000,29808.000,38279.000,32261.000,41806.000,32905.000,23095.000,39704.000,42604.000,48938.000,53778.000,60229.000,63845.000,71361.000,39500.000,51068.000,50908.000,38193.000,103578.000,54122.000,5641.000,67160.000,96552.000,50923.000,89401.000,61402.000
3.04,Despesas/Receitas Operacionais,-15980.000,-28080.000,-16251.000,-22753.000,-22670.000,-14069.000,-21200.000,-17448.000,-21877.000,-32139.000,-36426.000,-33654.000,-34487.000,-43054.000,-49525.000,-35121.000,-34066.000,-39078.000,-34170.000,-39719.000,-30476.000,-43285.000,-30180.000,-42014.000,-43226.000,-55112.000,-41692.000
3.04.02,Despesas Gerais e Administrativas,-6784.000,-12571.000,-7277.000,-8621.000,-8863.000,-5086.000,-7225.000,-6225.000,-9777.000,-11717.000,-12342.000,-13985.000,-11198.000,-16260.000,-13101.000,-13586.000,-16098.000,-14491.000,-18534.000,-18749.000,-15543.000,-19294.000,-17798.000,-24768.000,-24660.000,-19564.000,-22486.000
3.04.05,Outras Despesas Operacionais,131.000,-387.000,0.000,-2447.000,-360.000,-1560.000,-150.000,-1766.000,0.000,-614.000,-2548.000,-13043.000,0.000,-3256.000,0.000,-17205.000,0.000,-525.000,0.000,-5897.000,0.000,-11932.000,0.000,15878.000,0.000,127.000,0.000
3.04.06,Resultado de Equivalência Patrimonial,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-23.000,63.000,-604.000,847.000,1120.000,2904.000,3070.000,-961.000,2425.000,6460.000,3461.000,1172.000,-205.000,4072.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,20379.000,6342.000,13557.000,15526.000,9591.000,27737.000,11705.000,5647.000,17827.000,10465.000,12512.000,20124.000,25742.000,20791.000,21836.000,4379.000,17002.000,11830.000,4023.000,63859.000,23646.000,-37644.000,36980.000,54538.000,7697.000,34289.000,19710.000
3.06,Resultado Financeiro,1803.000,2928.000,3082.000,4306.000,2576.000,4820.000,1790.000,6117.000,5787.000,5236.000,12406.000,15582.000,17944.000,24334.000,15683.000,18042.000,16496.000,23904.000,22047.000,23175.000,24214.000,20351.000,20963.000,21401.000,20593.000,26650.000,22515.000
3.06.01,Receitas Financeiras,2477.000,4473.000,4890.000,5060.000,4011.000,5913.000,3942.000,7022.000,5807.000,6924.000,13078.000,18065.000,18629.000,24734.000,-935.000,36471.000,17176.000,25370.000,-1330.000,48864.000,28276.000,21204.000,21683.000,23292.000,22047.000,29462.000,25299.000
3.06.02,Despesas Financeiras,-674.000,-1545.000,-1808.000,-754.000,-1435.000,-1093.000,-2152.000,-905.000,-20.000,-1688.000,-672.000,-2483.000,-685.000,-400.000,16618.000,-18429.000,-680.000,-1466.000,23377.000,-25689.000,-4062.000,-853.000,-720.000,-1891.000,-1454.000,-2812.000,-2784.000
