Dividendos_Pagos,2008T2,2009T2,2010T2,2011T2,2012T2,2013T2,2014T2,2015T2,2016T2,2020T2,2021T2,2021T4,2022T4,2023T3,2023T4,2024T2,2024T4,2025T4
Dividendos + JCP Pagos no Trimestre,0.049,0.0798,0.1661,0.257,0.2302,0.2616,0.2887,0.2625,0.1709,0.1443,0.7573,0.0735,0.15,0.2518,0.2517,0.5029,0.4,0.7652
