Dividendos_Pagos,1996T1,1996T3,1997T1,1997T3,1998T1,1998T3,1999T1,1999T3,1999T4,2000T3,2000T4,2001T3,2001T4,2002T3,2003T1,2003T3,2004T1,2004T3,2005T1,2005T3,2006T1,2006T3,2007T1,2007T3,2008T1,2008T3,2009T1,2009T3,2010T1,2010T3,2011T1,2011T3,2012T1,2012T3,2013T1,2013T3,2014T1,2014T3,2015T1,2016T1,2017T1,2018T1,2019T1,2020T1,2021T1,2021T3,2022T1,2023T2,2024T1,2025T1
Dividendos + JCP Pagos no Trimestre,5.4,12.4,14.2,13.2,19.0588,10.92,12.8,11.4,22.66,19.8,14.22,23.84,23.84,23.6,14.8,29.82,32.13,36.2,40.0,36.6,40.0,31.6,28.6,28.0,0.29,0.282,0.232,0.242,0.2402,0.3308,1.0416,0.308,0.366,0.38,0.567,0.798,0.315,0.326,0.248,0.4941,0.5047,1.0331,0.8141,0.6179,0.4941,0.0229,0.4561,0.45,1.0107,0.675
