Dividendos_Pagos,1996T2,1997T2,1998T2,1999T2,1999T4,2000T4,2001T4,2002T1,2003T2,2004T2,2005T2,2006T2,2007T2,2008T2,2009T2,2010T1,2010T2,2011T2,2012T2,2013T2,2014T2,2015T2,2017T2,2019T2,2020T3,2021T1,2021T2,2022T2,2023T2,2024T2,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,41.9385,57.7202,9.1948,4.5094,7.1292,7.549,7.603,2.0864,6.3314,5.9804,7.036,6.6667,7.6264,4.0778,5.4969,26.0003,4.3298,4.8728,5.2251,4.4452,4.3861,0.2077,4.1819,4.2919,5.7099,5.0903,3.082,4.3292,3.767,4.6576,5.1168,1.0063,6.1215,5.5495
