Dividendos_Pagos,2019T2,2020T2,2021T1,2022T1,2023T1,2024T1,2024T4,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.14,0.2117,0.3254,0.8666,0.9178,0.6976,1.7177,0.2356,0.2374,3.4913
