cd_conta,conta,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,1414201.000,1565494.000,1203907.000,1349801.000,4260865.000,5413263.000,4514524.000,5967491.000,6774910.000,8975134.000,7836693.000,8705722.000,9910493.000,11105489.000,8756778.000,7827618.000,7714016.000,7988015.000,6513329.000,3989983.000,3638761.000,3488816.000,2769627.000,2215352.000
1.01,Ativo Circulante,1155964.000,1308866.000,916428.000,1094444.000,3206373.000,4357131.000,3357589.000,4636451.000,5405111.000,7399053.000,6275065.000,7106206.000,8207602.000,9371375.000,6944077.000,6119132.000,5553467.000,5726297.000,4248707.000,2060892.000,1811716.000,1723009.000,1324375.000,917238.000
1.01.01,Caixa e Equivalentes de Caixa,118918.000,134510.000,39329.000,60512.000,301106.000,221263.000,269602.000,541390.000,643563.000,510312.000,390362.000,743156.000,1077875.000,624267.000,873150.000,607774.000,738306.000,352585.000,393261.000,199818.000,475482.000,251712.000,139425.000,57512.000
1.01.02,Aplicações Financeiras,6009.000,6370.000,17041.000,27720.000,93857.000,85318.000,26266.000,43827.000,112398.000,67381.000,46247.000,52014.000,101050.000,174932.000,308876.000,114736.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.03,Contas a Receber,747735.000,850021.000,495281.000,555680.000,1750972.000,2122796.000,1283833.000,1634404.000,2640037.000,4336184.000,2873340.000,3316724.000,4660062.000,5965782.000,3305209.000,3018340.000,3327372.000,3958614.000,2308665.000,684701.000,988142.000,996598.000,892467.000,553231.000
1.01.04,Estoques,243552.000,268845.000,292930.000,347202.000,851477.000,1659482.000,1314245.000,1992793.000,1635752.000,2068759.000,1803074.000,2390181.000,1698512.000,2112809.000,1821715.000,1706351.000,839835.000,1005054.000,1080616.000,909320.000,223818.000,318957.000,184422.000,162664.000
1.01.05,Ativos Biológicos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.06,Tributos a Recuperar,10788.000,7956.000,8652.000,8106.000,80022.000,82346.000,76939.000,78559.000,87988.000,85696.000,87363.000,93198.000,148393.000,159663.000,155623.000,167608.000,67658.000,71420.000,64848.000,107486.000,97689.000,93016.000,24795.000,20343.000
1.01.07,Despesas Antecipadas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.08,Outros Ativos Circulantes,28962.000,41164.000,63195.000,95224.000,128939.000,185926.000,386704.000,345478.000,285373.000,330721.000,1074679.000,510933.000,521710.000,333922.000,479504.000,504323.000,580296.000,338624.000,401317.000,159567.000,26585.000,62726.000,83266.000,123488.000
1.02,Ativo Não Circulante,258237.000,256628.000,287479.000,255357.000,1054492.000,1056132.000,1156935.000,1331040.000,1369799.000,1576081.000,1561628.000,1599516.000,1702891.000,1734114.000,1812701.000,1708486.000,2160549.000,2261718.000,2264622.000,1929091.000,1827045.000,1765807.000,1445252.000,1298114.000
1.02.01,Ativo Realizável a Longo Prazo,122455.000,117681.000,144800.000,114267.000,163209.000,168078.000,158831.000,189838.000,209486.000,277666.000,243957.000,279208.000,309167.000,319948.000,378270.000,225803.000,695143.000,805209.000,842831.000,642532.000,623696.000,605258.000,336374.000,211789.000
1.02.02,Investimentos,28.000,28.000,27.000,28.000,85.000,84.000,84.000,28.000,468.000,725.000,3216.000,3206.000,4082.000,4438.000,9529.000,9538.000,1320.000,1345.000,2366.000,3220.000,3346.000,432.000,581.000,2115.000
1.02.03,Imobilizado,37067.000,39083.000,40521.000,38575.000,97636.000,186850.000,105640.000,118824.000,129197.000,141594.000,150785.000,153355.000,165731.000,175757.000,178514.000,212349.000,219657.000,219473.000,215567.000,179192.000,172415.000,158726.000,157315.000,152637.000
1.02.04,Intangível,98687.000,99836.000,102131.000,102487.000,793562.000,701120.000,892380.000,1022350.000,1030648.000,1156096.000,1163670.000,1163747.000,1223911.000,1233971.000,1246388.000,1260796.000,1244429.000,1235691.000,1203858.000,1104147.000,1027588.000,1001391.000,950982.000,931573.000
