Ticker,Preço_Fechamento,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
AGXY3,Preço de Fechamento Ajustado,,,,,,,,,,,124.6,156.41,171.51,113.35,113.35,147.06,119.46,91.5,64.5,54.45,32.25,15.75,8.85,6.75,7.8,6.02,5.69,4.18
