Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
CMIG3,Preço de Fechamento Ajustado,1.92,1.89,1.96,2.15,2.48,2.73,2.39,3.08,4.27,4.61,3.25,3.52,3.76,3.68,3.46,2.72,3.01,3.3,3.15,3.11,2.9,2.77,1.6,1.5,1.86,1.78,2.15,2.06,3.11,2.18,2.12,1.74,2.12,1.79,1.78,4.13,4.59,5.28,4.48,4.47,2.6,3.41,3.29,5.04,4.94,5.28,6.18,6.91,7.88,8.4,9.09,9.29,9.97,11.43,11.41,9.41,9.19,10.28,12.86,13.08,13.39,14.65,14.09
CMIG4,Preço de Fechamento Ajustado,1.54,1.54,1.62,1.69,1.95,2.06,1.8,2.25,2.95,3.24,2.12,2.07,2.17,2.19,2.13,2.05,2.24,2.73,2.54,2.42,2.36,2.25,1.33,1.16,1.58,1.49,1.76,1.65,2.21,1.75,1.73,1.54,1.91,1.74,1.7,3.33,3.34,3.68,3.55,3.49,2.26,2.79,2.74,3.95,3.61,3.92,4.53,4.41,5.39,5.13,5.42,5.82,6.09,7.01,6.87,6.7,7.44,7.88,9.61,9.53,8.96,10.24,10.77
