Dividendos_Pagos,1996T2,1997T2,1997T4,1998T2,1998T3,1998T4,1999T2,1999T4,2000T2,2001T4,2002T2,2002T4,2003T4,2004T2,2004T3,2004T4,2005T1,2005T2,2005T3,2005T4,2006T1,2006T2,2006T3,2007T2,2008T2,2009T2,2010T2,2010T4,2011T2,2011T4,2012T2,2012T4,2013T2,2013T4,2014T2,2014T4,2015T2,2015T4,2016T2,2016T4,2017T2,2018T2,2018T4,2019T2,2019T4,2020T3,2020T4,2021T2,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,2.0,2.0,1.2315,2.9689,2.391,2.5168,2.114,2.3529,2.3532,1.2962,2.8857,1.2339,3.0848,3.3478,1.2339,2.0977,0.4936,2.2507,3.492,2.4061,13.0055,7.7863,0.944,9.976,3.569,3.8038,3.0017,2.6388,3.5069,2.4922,3.7942,7.7405,2.8572,1.1081,4.4926,2.114,0.9017,0.3179,0.6898,0.604,0.2436,0.5309,0.288,0.9016,0.5486,0.6576,0.5711,1.2234,1.1287,0.2895,1.5157,0.4286,0.8308,0.3856,0.614,0.3799,1.202,0.3511,0.785,1.3231,0.3916,0.3782,1.7348,0.4228,0.7654
