Preço_Fechamento,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,12.73,12.45,18.26,10.72,10.6,10.78,7.07,5.03,4.56,5.1,4.08,6.96,5.48,4.69,4.81,4.81,3.56,8.32
