Dividendos_Pagos,2015T3,2015T4,2016T2,2016T3,2016T4,2017T2,2017T3,2018T2,2019T2,2020T1,2021T2,2022T2,2023T2,2024T2,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.0328,0.1983,0.4008,0.2445,0.2302,0.4325,0.276,0.5117,1.1114,0.6688,0.6089,0.588,0.4452,0.2462,0.2503,0.3161
