Ticker,Preço_Fechamento,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
WIZC3,Preço de Fechamento Ajustado,,,,,,6.49,4.44,4.74,5.97,6.59,7.54,7.07,9.32,9.87,9.38,6.39,6.05,4.68,4.46,4.01,4.86,7.15,7.3,9.24,6.46,7.6,6.58,5.76,5.39,13.59,8.86,6.12,6.66,6.52,6.58,5.79,4.86,5.63,4.69,6.48,6.47,5.28,5.34,5.15,5.57,7.53,8.43,9.29
