Dividendos_Pagos,1996T1,1996T3,1997T1,1997T3,1998T1,1998T3,1999T1,1999T3,2000T1,2000T3,2001T1,2001T3,2002T2,2002T3,2003T3,2004T1,2004T3,2005T1,2005T3,2006T1,2006T3,2007T1,2007T3,2008T1,2008T3,2009T1,2009T3,2010T1,2010T3,2011T1,2011T3,2012T1,2012T3,2013T1,2013T3,2014T1,2014T3,2015T1,2015T3,2016T1,2017T1,2018T1,2019T1,2020T1,2021T1,2021T3,2022T1,2023T1,2024T1,2025T1
Dividendos + JCP Pagos no Trimestre,4.6,7.0,4.5,6.7,9.1765,0.26,7.84,0.38,7.17,0.24,7.66,4.9,4.1,6.2,0.021,0.0063,0.0076,0.016,0.009,0.0082,0.0076,0.0076,0.008,0.009,0.007,0.0062,0.0105,0.0075,0.0075,0.0087,0.0102,0.0104,0.0116,0.0098,0.009,0.0077,0.0094,0.0096,0.0115,0.0095,0.0445,1.19,1.4396,1.4,1.4,0.5498,0.8502,3.0098,2.6727,1.7537
