cd_conta,ds_conta,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,843435.000,925555.000,1211164.000,1433267.000,1485087.000,1616602.000,1495759.000,1621311.000,1899854.000,1946219.000,2273699.000,2626759.000,2799835.000,2534040.000,2844813.000,2905142.000,2958139.000,2753535.000,2953323.000,2918374.000,2784893.000,2815509.000,2833653.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-721161.000,-781664.000,-1050043.000,-1222082.000,-1281475.000,-1245888.000,-1229474.000,-1364615.000,-1601578.000,-1622164.000,-1903291.000,-2222834.000,-2367376.000,-2079379.000,-2417978.000,-2484380.000,-2559046.000,-2356252.000,-2561404.000,-2800716.000,-2400675.000,-2393058.000,-2418023.000
3.03,Resultado Bruto,122274.000,143891.000,161121.000,211185.000,203612.000,370714.000,266285.000,256696.000,298276.000,324055.000,370408.000,403925.000,432459.000,454661.000,426835.000,420762.000,399093.000,397283.000,391919.000,117658.000,384218.000,422451.000,415630.000
3.04,Despesas/Receitas Operacionais,-78955.000,-95996.000,-93443.000,-173056.000,-138439.000,-65894.000,-240922.000,-159752.000,-174790.000,-198287.000,-238167.000,-272054.000,-277128.000,-259637.000,-259209.000,-302293.000,-329336.000,-363237.000,-572333.000,-904034.000,-312168.000,-337397.000,-137740.000
3.04.02,Despesas Gerais e Administrativas,-46979.000,-56432.000,-62954.000,-91639.000,-93725.000,-90476.000,-177777.000,-113519.000,-123020.000,-125848.000,-170296.000,-204146.000,-231961.000,-206056.000,-199648.000,-226993.000,-236132.000,-238957.000,-240247.000,-273998.000,-219118.000,-241993.000,-248787.000
3.04.05,Outras Despesas Operacionais,-377.000,-1754.000,-2599.000,-110816.000,-6194.000,-197885.000,-8550.000,-23316.000,-3259.000,-14643.000,-3323.000,-3352.000,-3541.000,-5080.000,-8701.000,-4296.000,-12713.000,-23078.000,-115941.000,-438177.000,-5188.000,-9512.000,4487.000
3.04.06,Resultado de Equivalência Patrimonial,0.000,0.000,0.000,-251.000,-1242.000,-346.000,-680.000,-730.000,-714.000,-809.000,-913.000,-1090.000,-1592.000,705.000,-315.000,-475.000,-467.000,-403.000,-549.000,-10443.000,-461.000,-413.000,-411.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,43319.000,47895.000,67678.000,38129.000,65173.000,304820.000,25363.000,96944.000,123486.000,125768.000,132241.000,131871.000,155331.000,195024.000,167626.000,118469.000,69757.000,34046.000,-180414.000,-786376.000,72050.000,85054.000,277890.000
3.06,Resultado Financeiro,-14305.000,-17881.000,-18097.000,42847.000,-16740.000,-6726.000,-30265.000,-29718.000,-36352.000,-75879.000,-99645.000,-93408.000,-125690.000,-137797.000,-146334.000,-88132.000,-112770.000,-165968.000,-135617.000,-314205.000,-101451.000,-157674.000,-37893.000
3.06.01,Receitas Financeiras,25928.000,120394.000,79852.000,117835.000,64632.000,66700.000,71538.000,100435.000,157725.000,218675.000,137817.000,149172.000,52203.000,28169.000,19872.000,62173.000,30536.000,39430.000,22896.000,41933.000,77177.000,67086.000,197372.000
