Preço_Fechamento,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,20.95,17.79,15.09,13.08,16.91,15.64,15.16,19.26,16.3,13.57,5.98,2.24,1.82,2.05,1.38,1.17,1.29,1.35
