cd_conta,conta,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,4595219.000,4510747.000,5353526.000,5691660.000,6897190.000,6816887.000,7079252.000,8257107.000,9559624.000,8952285.000,9001416.000,9962151.000,10186693.000,11096088.000,10525811.000,10335550.000,9545108.000,9371027.000,9204031.000,9063534.000
1.01,Ativo Circulante,2870295.000,2835658.000,3486476.000,3894191.000,4587414.000,4479870.000,4087034.000,4762967.000,5633112.000,5056348.000,4998759.000,5958878.000,5974663.000,6853248.000,6223274.000,5962687.000,5261680.000,5160115.000,4814005.000,4695573.000
1.01.01,Caixa e Equivalentes de Caixa,937334.000,694285.000,1318091.000,1706890.000,1364846.000,1276377.000,731780.000,532714.000,1042558.000,699088.000,616556.000,1033892.000,472702.000,1137089.000,720732.000,1130064.000,543666.000,861446.000,788881.000,753110.000
1.01.02,Aplicações Financeiras,97500.000,99139.000,0.000,0.000,838879.000,480956.000,0.000,920830.000,973494.000,304062.000,350907.000,660420.000,528792.000,605034.000,735887.000,659909.000,586495.000,22769.000,23519.000,52850.000
1.01.03,Contas a Receber,978549.000,1112169.000,1057218.000,967186.000,1183243.000,1426110.000,1624039.000,1701376.000,2028015.000,2146837.000,1901882.000,2107207.000,2453332.000,2663852.000,2348582.000,1810115.000,2075703.000,2076417.000,1980327.000,1895714.000
1.01.04,Estoques,715925.000,710596.000,803175.000,877120.000,946297.000,1038688.000,1366205.000,1307721.000,1293644.000,1531347.000,1648539.000,1732343.000,1980075.000,1901744.000,1910579.000,1904944.000,1719147.000,1867437.000,1683363.000,1682484.000
1.01.05,Ativos Biológicos,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.06,Tributos a Recuperar,80380.000,147383.000,189632.000,217402.000,145489.000,161247.000,222743.000,166204.000,151781.000,238537.000,280063.000,275681.000,386493.000,381537.000,363336.000,338808.000,241632.000,254988.000,260736.000,232610.000
1.01.07,Despesas Antecipadas,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
1.01.08,Outros Ativos Circulantes,60607.000,72086.000,118360.000,125593.000,108660.000,96492.000,142267.000,134122.000,143620.000,136477.000,200812.000,149335.000,153269.000,163992.000,144158.000,118847.000,95037.000,77058.000,77179.000,78805.000
1.02,Ativo Não Circulante,1724924.000,1675089.000,1867050.000,1797469.000,2309776.000,2337017.000,2992218.000,3494140.000,3926512.000,3895937.000,4002657.000,4003273.000,4212030.000,4242840.000,4302537.000,4372863.000,4283428.000,4210912.000,4390026.000,4367961.000
1.02.01,Ativo Realizável a Longo Prazo,617101.000,568667.000,565090.000,495927.000,616497.000,628744.000,746263.000,954660.000,856110.000,839915.000,871895.000,865703.000,1010519.000,1071469.000,1148272.000,1234584.000,1189129.000,1138633.000,1304762.000,1315712.000
1.02.02,Investimentos,4397.000,3611.000,3161.000,2473.000,1751.000,1041.000,227.000,-688.000,13123.000,14416.000,14033.000,13618.000,13045.000,12480.000,11977.000,11325.000,1184.000,727.000,1005.000,0.000
1.02.03,Imobilizado,223035.000,226138.000,235384.000,238182.000,293914.000,307578.000,329922.000,369108.000,438478.000,447400.000,480774.000,490918.000,554435.000,549803.000,547462.000,536990.000,536286.000,522369.000,510573.000,493728.000
1.02.04,Intangível,880391.000,876673.000,1063415.000,1060887.000,1397614.000,1399654.000,1915806.000,2171060.000,2618801.000,2594206.000,2635955.000,2633034.000,2634031.000,2609088.000,2594826.000,2589964.000,2556829.000,2549183.000,2573686.000,2558521.000
