Dividendos_Pagos,2014T2,2015T1,2016T2,2017T2,2018T2,2019T2,2024T3,2025T2
Dividendos + JCP Pagos no Trimestre,0.11,0.4728,0.1875,0.0619,0.2536,0.0069,0.4713,0.0535
