Preço_Fechamento,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,4.23,5.99,2.69,3.84,2.78,4.07,3.51,3.86,3.79,4.66,6.57,8.05,7.2,4.33,3.94,4.89,5.38,5.5,5.95,8.57,5.49,7.07,7.51,10.36,8.63,11.92,7.72,7.25,6.27,3.37,5.23,3.33,2.17,3.62,2.65,3.85,4.23,2.72,2.31,1.55,2.26,4.24,3.43,4.17
