cd_conta,conta,2021T3,2022T2,2022T3,2023T2,2023T3,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,38713.0,21796.0,5679.0,75643.0,103448.0,35840.0,127019.0,-73234.0,-109563.0,21865.0,80145.0,103959.0
6.02,Caixa Líquido Atividades de Investimento,-76460.0,-4.0,-7.0,-10235.0,-13018.0,-1858.0,-3725.0,-4867.0,-5380.0,-73950.0,-84373.0,-105676.0
6.03,Caixa Líquido Atividades de Financiamento,30924.0,-18390.0,-16744.0,-110611.0,-116632.0,-19492.0,-34627.0,12722.0,104383.0,102924.0,56714.0,17553.0
6.04,Variação Cambial s/ Caixa e Equivalentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.05,Aumento (Redução) de Caixa e Equivalentes,-6823.0,3402.0,-11072.0,-45203.0,-26202.0,14490.0,88667.0,-65379.0,-10560.0,50839.0,52486.0,15836.0
