cd_conta,conta,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2,Passivo Total,732827.0,831845.0,802879.0,824875.0,866359.0,905724.0,893514.0,837877.0,880221.0,914712.0,928509.0,988892.0,998084.0,1032741.0,1137381.0,1113855.0,1106209.0
2.01,Passivo Circulante,272011.0,372198.0,293305.0,287260.0,251244.0,264021.0,232288.0,167247.0,195831.0,155125.0,201648.0,260466.0,253059.0,287295.0,242400.0,211340.0,192286.0
2.01.01,Obrigações Sociais e Trabalhistas,15379.0,0.0,16837.0,15335.0,0.0,17416.0,18364.0,16155.0,20127.0,17758.0,18586.0,19641.0,18601.0,18138.0,19356.0,17058.0,20023.0
2.01.02,Fornecedores,54210.0,60115.0,42969.0,40525.0,57115.0,55581.0,43176.0,38220.0,49628.0,44675.0,50382.0,66742.0,74347.0,62856.0,42413.0,50831.0,63477.0
2.01.03,Obrigações Fiscais,14613.0,31140.0,19711.0,9215.0,31603.0,9408.0,10594.0,5637.0,12469.0,2704.0,6251.0,9282.0,7405.0,5331.0,5040.0,4455.0,5678.0
2.01.04,Empréstimos e Financiamentos,163998.0,248883.0,178372.0,186647.0,139090.0,147258.0,121059.0,63138.0,66177.0,58978.0,83968.0,56628.0,59379.0,172458.0,141558.0,107592.0,81351.0
2.01.05,Outras Obrigações,23811.0,32060.0,35416.0,35538.0,23436.0,34358.0,39095.0,44097.0,47430.0,31010.0,42461.0,108173.0,93327.0,28512.0,34033.0,31404.0,21757.0
2.01.06,Provisões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,106095.0,101170.0,116536.0,139757.0,200134.0,196548.0,192863.0,187567.0,186270.0,251878.0,211503.0,203778.0,215230.0,212029.0,344297.0,342955.0,334707.0
2.02.01,Empréstimos e Financiamentos,8101.0,29084.0,40777.0,63203.0,115143.0,107540.0,102044.0,95045.0,93434.0,192483.0,153024.0,145737.0,158698.0,152994.0,286818.0,278524.0,270627.0
2.02.02,Outras Obrigações,40000.0,15534.0,20299.0,16707.0,29410.0,30477.0,31538.0,32590.0,33662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.03,Tributos Diferidos,37062.0,36842.0,36696.0,36428.0,36237.0,35806.0,35695.0,36029.0,36102.0,37367.0,36211.0,36218.0,34663.0,35892.0,35667.0,41845.0,41949.0
2.02.04,Provisões,20932.0,19710.0,18764.0,23419.0,19344.0,22725.0,23586.0,23903.0,23072.0,22028.0,22268.0,21823.0,21869.0,23143.0,21812.0,22586.0,22131.0
2.02.05,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02.06,Lucros e Receitas a Apropriar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03,Patrimônio Líquido Consolidado,354721.0,358477.0,393038.0,397858.0,414981.0,445155.0,468363.0,483063.0,498120.0,507709.0,515358.0,524648.0,529795.0,533417.0,550684.0,559560.0,579216.0
2.03.01,Capital Social Realizado,120000.0,120000.0,120000.0,180000.0,180000.0,180000.0,180000.0,210000.0,210000.0,210000.0,210000.0,240000.0,240000.0,240000.0,240000.0,240000.0,240000.0
2.03.02,Reservas de Capital,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.03,Reservas de Reavaliação,24365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.04,Reservas de Lucros,139506.0,214315.0,214528.0,154709.0,154893.0,241755.0,241755.0,211755.0,211755.0,274899.0,274899.0,244900.0,244900.0,271134.0,271134.0,271134.0,271134.0
2.03.05,Lucros/Prejuízos Acumulados,70850.0,0.0,34561.0,39381.0,56504.0,0.0,23208.0,38221.0,52965.0,0.0,7649.0,16938.0,22085.0,0.0,17267.0,26143.0,45799.0
2.03.06,Ajustes de Avaliação Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.07,Ajustes Acumulados de Conversão,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.03.08,Outros Resultados Abrangentes,0.0,24162.0,23949.0,23768.0,23584.0,23400.0,23400.0,23087.0,23400.0,22810.0,22810.0,22810.0,22810.0,22283.0,22283.0,22283.0,22283.0
2.03.09,Participação dos Acionistas Não Controladores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
