Dividendos_Pagos,2000T2,2001T2,2002T2,2003T2,2004T2,2004T4,2005T2,2006T2,2009T2,2009T4,2010T1,2010T2,2013T2,2014T2,2015T2,2016T4,2017T2,2017T4,2018T4,2019T4,2020T2,2020T4,2021T1,2021T2,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T4,2025T1,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.1274,0.1693,1.3508,0.1875,0.2846,0.3943,0.0168,0.093,0.1837,0.5826,0.1172,0.035,0.9485,0.6536,0.62,0.7619,0.4629,0.7442,0.36,0.8822,0.1772,0.3351,0.9,3.6972,1.08,0.72,2.6384,0.7,1.06,2.22,1.7164,1.24,1.32,1.24,0.89,0.53,0.53,0.7,1.59
