cd_conta,conta,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
2,Passivo Total,22082669.0,23634891.0,24125669.0,26599665.0,34968852.0,36288129.0,37166370.0,45657044.0,46616328.0,49243455.0,51054567.0,52480620.0,51600591.0,56086778.0,56125411.0,92490681.0,87177305.0,86735495.0,89713051.0,90342356.0,91125493.0,95294234.0,97860816.0,102597882.0,104304446.0,105709758.0,110033257.0
2.01,Passivo Circulante,2419290.0,3351783.0,3119288.0,2692841.0,3151497.0,4117076.0,4061347.0,3861050.0,3947902.0,4535116.0,5068174.0,5149028.0,6787937.0,8507548.0,8662719.0,16743802.0,15017658.0,13358899.0,15037739.0,14237547.0,14735364.0,15316438.0,16630763.0,17855726.0,18415710.0,18950798.0,18670430.0
2.01.01,Obrigações Sociais e Trabalhistas,540733.0,553358.0,636510.0,510293.0,600085.0,1022511.0,992131.0,671164.0,798100.0,853474.0,953434.0,794061.0,933531.0,938290.0,1051838.0,982150.0,1108816.0,1145673.0,1277806.0,1101223.0,1125195.0,1144925.0,1270907.0,1109208.0,1138282.0,1129913.0,1366601.0
2.01.02,Fornecedores,503407.0,533234.0,537185.0,498066.0,532886.0,666031.0,598782.0,846883.0,950257.0,1098870.0,1107508.0,990942.0,1098594.0,1098015.0,1117874.0,1256601.0,1397012.0,1452918.0,1541869.0,1355666.0,1480232.0,1490866.0,1469934.0,1534698.0,1493992.0,1598131.0,1784099.0
2.01.03,Obrigações Fiscais,258947.0,296654.0,307865.0,313799.0,228258.0,336539.0,432739.0,364994.0,422970.0,471258.0,564242.0,592127.0,586913.0,671614.0,674310.0,800950.0,781344.0,859064.0,1050504.0,757933.0,931022.0,1006851.0,988083.0,865069.0,1112488.0,962518.0,1340700.0
2.01.04,Empréstimos e Financiamentos,760241.0,706477.0,633037.0,584960.0,744030.0,858031.0,537413.0,662956.0,617584.0,836599.0,1458652.0,1554588.0,2444076.0,3948802.0,3824873.0,4973066.0,4392958.0,2547769.0,2674761.0,2918435.0,2547236.0,2732338.0,3006658.0,3915191.0,2860969.0,2914104.0,1877425.0
2.01.05,Outras Obrigações,355962.0,1262060.0,1004691.0,785723.0,1046238.0,1233964.0,1500282.0,1315053.0,1158991.0,1274915.0,984338.0,1217310.0,1724823.0,1850827.0,1993824.0,8731035.0,7337528.0,7353475.0,8492799.0,8104290.0,8651679.0,8941458.0,9895181.0,10431560.0,11809979.0,12346132.0,12301605.0
2.01.06,Provisões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,14941914.0,15264649.0,15780554.0,18464824.0,26269916.0,27043194.0,27729796.0,27793812.0,28360126.0,28382007.0,31219376.0,32653653.0,30049999.0,32851345.0,32594882.0,52669909.0,48974388.0,50259623.0,51266411.0,52269163.0,51863923.0,54817588.0,54773550.0,58040288.0,58347079.0,58864510.0,62560559.0
2.02.01,Empréstimos e Financiamentos,13694225.0,12475531.0,12521649.0,14821417.0,22138294.0,23382874.0,23682168.0,23275581.0,23300491.0,23315982.0,25472283.0,26074748.0,23321430.0,25740223.0,25426933.0,27910159.0,28683554.0,29234820.0,31003826.0,31667514.0,31292611.0,33536461.0,32700517.0,34955408.0,34984263.0,35071574.0,41001646.0
2.02.02,Outras Obrigações,771923.0,2276388.0,2743857.0,3114350.0,3525942.0,3224901.0,3498211.0,3872412.0,4375545.0,4318003.0,4894583.0,5641061.0,5815195.0,6291338.0,6307777.0,20136670.0,16390563.0,17167652.0,16714518.0,17164628.0,17065422.0,17705952.0,18465723.0,19357609.0,19631559.0,20343577.0,18066307.0
