Dividendos_Pagos,2021T1,2021T2,2021T3,2021T4,2022T1,2022T3,2022T4,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2025T4
Dividendos + JCP Pagos no Trimestre,0.2062,0.0792,1.0799,0.0944,0.0985,0.2266,0.0802,0.3693,0.133,0.156,0.1561,0.2026,0.1811,0.2039,0.2266,3.6811
