cd_conta,conta,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,22082669.0,23634891.0,24125669.0,26599665.0,34968852.0,36288129.0,37166370.0,45657044.0,46616328.0,49243455.0,51054567.0,52480620.0,51600591.0,56086778.0,56125411.0,92490681.0,87177305.0,86735495.0,89713051.0,90342356.0,91125493.0,95294234.0,97860816.0,102597882.0,104304446.0,105709758.0,110033257.0
1.01,Ativo Circulante,7901434.0,8764391.0,8453121.0,9729222.0,14835895.0,15042619.0,14227575.0,22431901.0,21037233.0,23130670.0,22105297.0,21889584.0,20829310.0,24431618.0,23873101.0,41677689.0,41137410.0,40509157.0,43092641.0,43123481.0,43400146.0,46428793.0,48122635.0,51361379.0,52764382.0,54856940.0,58054564.0
1.01.01,Caixa e Equivalentes de Caixa,77617.0,63331.0,31486.0,68684.0,49344.0,82337.0,43677.0,146884.0,115701.0,96524.0,201754.0,124621.0,252060.0,225512.0,287083.0,1109796.0,2077753.0,1969130.0,3408840.0,3267408.0,2590745.0,3634786.0,5499255.0,6570751.0,7675521.0,5078114.0,5534941.0
1.01.02,Aplicações Financeiras,3682124.0,4151188.0,3505750.0,4701418.0,9090885.0,9272443.0,8424408.0,15580374.0,13547399.0,14505250.0,12979987.0,12429549.0,10650283.0,13888839.0,13184939.0,29236645.0,28225144.0,27305583.0,28227338.0,28463882.0,28521427.0,30070861.0,29679716.0,32067003.0,32318567.0,35468356.0,37653030.0
1.01.03,Contas a Receber,3390330.0,3782104.0,4057852.0,4117916.0,4556709.0,3866844.0,4360330.0,5163870.0,5890859.0,6776299.0,7113894.0,7564769.0,7860713.0,8262475.0,8570319.0,6808567.0,8418171.0,8923997.0,8963221.0,8939144.0,9146104.0,9604718.0,9874005.0,9463784.0,9481679.0,9938548.0,10185064.0
1.01.04,Estoques,269920.0,291386.0,285473.0,335481.0,368095.0,570567.0,553723.0,607948.0,570601.0,676604.0,710378.0,735245.0,775100.0,713470.0,713900.0,808688.0,727528.0,726851.0,702897.0,705896.0,695219.0,722225.0,743460.0,912877.0,909764.0,989368.0,1063321.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,92260.0,87325.0,115117.0,90783.0,118090.0,184485.0,233073.0,297897.0,398895.0,357750.0,405240.0,422765.0,554159.0,478543.0,442050.0,656696.0,798249.0,869610.0,1059440.0,1002564.0,1446920.0,1437220.0,1227224.0,1224853.0,1221400.0,1299187.0,1235332.0
1.01.07,Despesas Antecipadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.08,Outros Ativos Circulantes,389183.0,389057.0,457443.0,414940.0,652772.0,1065943.0,612364.0,634928.0,513778.0,718243.0,694044.0,612635.0,736995.0,862779.0,674810.0,3057297.0,890565.0,713986.0,730905.0,744587.0,999731.0,958983.0,1098975.0,1122111.0,1157451.0,2083367.0,2382876.0
1.02,Ativo Não Circulante,14181235.0,14870500.0,15672548.0,16870443.0,20132957.0,21245510.0,22938795.0,23225143.0,25579095.0,26112785.0,28949270.0,30591036.0,30771281.0,31655160.0,32252310.0,50812992.0,46039895.0,46226338.0,46620410.0,47218875.0,47725347.0,48865441.0,49738181.0,51236503.0,51540064.0,50852818.0,51978693.0
1.02.01,Ativo Realizável a Longo Prazo,1171453.0,3535971.0,4018912.0,1468597.0,3725847.0,4302374.0,4794028.0,3959048.0,4881652.0,4171720.0,5286922.0,5402663.0,4088508.0,4642668.0,4404058.0,14457706.0,12665740.0,12463505.0,12530640.0,12615574.0,12686838.0,13401976.0,13779031.0,14478801.0,14393856.0,13947220.0,14196270.0
1.02.02,Investimentos,150585.0,259481.0,252875.0,1226878.0,1223296.0,1232782.0,1235055.0,1089231.0,2160048.0,2126974.0,2377989.0,2325839.0,2332822.0,2371703.0,2387221.0,2553401.0,2537939.0,2553069.0,2601692.0,2563868.0,2553591.0,2473342.0,2482501.0,2483556.0,2473147.0,2468569.0,2451173.0
1.02.03,Imobilizado,7677277.0,5828485.0,6066093.0,8809502.0,9090754.0,9293195.0,9683792.0,10366966.0,10552633.0,10914957.0,11516974.0,12231503.0,12849523.0,13172210.0,14035743.0,14970846.0,14414468.0,14831095.0,15122865.0,15589865.0,16052524.0,16582073.0,17340799.0,18031481.0,18431266.0,18589490.0,19478104.0
1.02.04,Intangível,5181920.0,5246563.0,5334668.0,5365466.0,6093060.0,6417159.0,7225920.0,7809898.0,7984762.0,8899134.0,9767385.0,10631031.0,11500428.0,11468579.0,11425288.0,18831039.0,16421748.0,16378669.0,16365213.0,16449568.0,16432394.0,16408050.0,16135850.0,16242665.0,16241795.0,15847539.0,15853146.0
