Preço_Fechamento,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3,2026T1
Preço de Fechamento Ajustado,,,,,,,,57.25,54.51,58.16,58.1,38.43,42.78,24.94,25.76,25.72,18.47,28.62,22.09,25.37,22.44,24.12,27.72,22.96,25.63,32.38,38.68,40.67
