Dividendos_Pagos,2007T2,2008T2,2009T2,2010T2,2011T2,2012T2,2014T2,2015T2,2016T2
Dividendos + JCP Pagos no Trimestre,0.0158,0.0531,0.1229,0.1806,0.2568,0.3006,0.4683,0.2056,0.1614
