cd_conta,conta,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,3727.0,5707.0,6658.0,123.0,1548.0,5312.0,7585.0,1428.0,9503.0,6350.0,10203.0,8858.0,12906.0,13257.0,27224.0,-2613.0,18036.0,13086.0,23999.0,18449.0,13444.0,21127.0,-35047.0,13179.0,1482.0,20103.0,35421.0
6.01.DA,Depreciação e Amortização,1339.0,2658.0,3962.0,-2675.0,1367.0,2736.0,4088.0,-2750.0,1373.0,1396.0,1442.0,1440.0,1136.0,3048.0,4687.0,-3055.0,904.0,2339.0,1674.0,1549.0,1564.0,1641.0,1679.0,1702.0,1746.0,3515.0,5330.0
6.02,Caixa Líquido Atividades de Investimento,-2693.0,-4928.0,-6756.0,-1318.0,5.0,-3358.0,-14319.0,-4378.0,-9025.0,-5995.0,-8501.0,-10990.0,-11539.0,-7874.0,-22781.0,-3383.0,-17415.0,-8525.0,-13934.0,-18095.0,-25187.0,-8551.0,33062.0,-16057.0,1101.0,-5445.0,-18210.0
6.03,Caixa Líquido Atividades de Financiamento,-1069.0,-786.0,55.0,1251.0,-1472.0,-1911.0,6749.0,2891.0,-423.0,-420.0,-1570.0,2676.0,-2050.0,-1342.0,-5161.0,3632.0,-1638.0,-4573.0,-4329.0,352.0,5285.0,-12571.0,2036.0,4156.0,-2089.0,-15931.0,-17349.0
6.04,Variação Cambial s/ Caixa e Equivalentes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.05,Aumento (Redução) de Caixa e Equivalentes,-35.0,-7.0,-43.0,56.0,81.0,43.0,15.0,-59.0,55.0,-65.0,132.0,544.0,-683.0,4041.0,-718.0,-2364.0,-1017.0,-12.0,5736.0,706.0,-6458.0,5.0,51.0,1278.0,494.0,-1273.0,-138.0
