Dividendos_Pagos,2003T2,2004T2,2005T2,2006T2,2007T2,2008T2,2022T2,2023T2,2024T2,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.45,0.9991,1.5465,1.7606,1.1436,3.0867,3.673,5.3741,3.9256,4.1439,4.6314
