cd_conta,conta,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
1,Ativo Total,182742.0,184480.0,193801.0,189433.0,198736.0,196106.0,227980.0,237249.0,251777.0,260992.0,280016.0,284016.0,298959.0,312807.0,332361.0,331039.0,339561.0,342445.0,351336.0,357679.0,388424.0,387085.0,387349.0,395033.0,416673.0,422220.0,438854.0
1.01,Ativo Circulante,51011.0,52091.0,60520.0,54537.0,65182.0,60567.0,74553.0,78180.0,102679.0,110176.0,126213.0,128977.0,143138.0,160029.0,178860.0,168654.0,177637.0,180180.0,189204.0,187143.0,212741.0,209086.0,209070.0,215979.0,235607.0,238371.0,251143.0
1.01.01,Caixa e Equivalentes de Caixa,34.0,62.0,26.0,40.0,121.0,83.0,55.0,120.0,175.0,110.0,242.0,786.0,103.0,4827.0,68.0,1062.0,45.0,33.0,5769.0,6475.0,17.0,22.0,73.0,1351.0,1845.0,78.0,1213.0
1.01.02,Aplicações Financeiras,340.0,499.0,618.0,1921.0,1028.0,1828.0,4568.0,8694.0,13633.0,12715.0,14833.0,19771.0,20465.0,18845.0,29232.0,39878.0,47001.0,47443.0,55006.0,62923.0,70057.0,53074.0,45008.0,57971.0,52812.0,54586.0,61557.0
1.01.03,Contas a Receber,30463.0,30233.0,34785.0,22889.0,27827.0,28752.0,39504.0,31849.0,43654.0,47036.0,58069.0,47752.0,58191.0,63847.0,76281.0,52660.0,56143.0,61025.0,58984.0,47924.0,64302.0,63054.0,63852.0,55444.0,73298.0,76675.0,78881.0
1.01.04,Estoques,19197.0,20263.0,23573.0,27725.0,33436.0,28767.0,28308.0,35624.0,43483.0,48190.0,51309.0,58644.0,62682.0,70859.0,71235.0,72476.0,72722.0,69489.0,63516.0,66202.0,75181.0,88697.0,96177.0,97519.0,102507.0,101141.0,103636.0
1.01.05,Ativos Biológicos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.06,Tributos a Recuperar,377.0,353.0,361.0,390.0,642.0,566.0,637.0,698.0,730.0,926.0,950.0,850.0,942.0,820.0,806.0,1074.0,819.0,1060.0,1042.0,1201.0,1292.0,1388.0,1386.0,1335.0,1643.0,1946.0,2318.0
1.01.07,Despesas Antecipadas,105.0,103.0,61.0,23.0,107.0,107.0,60.0,30.0,118.0,126.0,80.0,42.0,140.0,130.0,80.0,57.0,162.0,266.0,660.0,435.0,503.0,464.0,423.0,309.0,581.0,732.0,794.0
1.01.08,Outros Ativos Circulantes,495.0,578.0,1096.0,1549.0,2021.0,464.0,1421.0,1165.0,886.0,1073.0,730.0,1132.0,615.0,701.0,1158.0,1447.0,745.0,864.0,4227.0,1983.0,1389.0,2387.0,2151.0,2050.0,2921.0,3213.0,2744.0
1.02,Ativo Não Circulante,131731.0,132389.0,133281.0,134896.0,133554.0,135539.0,153427.0,159069.0,149098.0,150816.0,153803.0,155039.0,155821.0,152778.0,153501.0,162385.0,161924.0,162265.0,162132.0,170536.0,175683.0,177999.0,178279.0,179054.0,181066.0,183849.0,187711.0
1.02.01,Ativo Realizável a Longo Prazo,883.0,852.0,1809.0,1048.0,1189.0,1013.0,13542.0,14326.0,7202.0,4388.0,3892.0,3712.0,2511.0,3261.0,3076.0,3076.0,3071.0,3101.0,2915.0,2964.0,2761.0,3126.0,3238.0,3184.0,2893.0,2727.0,2646.0
1.02.02,Investimentos,27840.0,27838.0,27838.0,28879.0,28879.0,28879.0,34024.0,35194.0,35811.0,37040.0,36498.0,65757.0,65809.0,60908.0,60889.0,68627.0,67409.0,65603.0,65606.0,69721.0,70605.0,70932.0,68924.0,69955.0,69947.0,70212.0,70204.0
1.02.03,Imobilizado,102322.0,103033.0,102990.0,104342.0,102877.0,105068.0,105308.0,109017.0,105575.0,108886.0,112882.0,85136.0,87093.0,88228.0,89182.0,90350.0,91134.0,93271.0,93342.0,97600.0,102078.0,103526.0,105720.0,105535.0,107766.0,110470.0,114167.0
1.02.04,Intangível,686.0,666.0,644.0,627.0,609.0,579.0,553.0,532.0,510.0,502.0,531.0,434.0,408.0,381.0,354.0,332.0,310.0,290.0,269.0,251.0,239.0,415.0,397.0,380.0,460.0,440.0,694.0
