cd_conta,ds_conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,18745.0,19503.0,19796.0,18265.0,18965.0,22146.0,25610.0,19430.0,19406.0,22167.0,23081.0,20295.0,21767.0,22188.0,22378.0,20993.0,23741.0,30154.0,29590.0,21576.0,20365.0,9046.0,25464.0,28661.0,34706.0,39718.0,45652.0,42006.0,44712.0,54547.0,60205.0,52959.0,45671.0,34898.0,26967.0,25175.0,26009.0,33198.0,33398.0,25079.0,25996.0,29654.0,32134.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-15484.0,-17278.0,-18724.0,-17796.0,-14659.0,-16495.0,-16264.0,-13645.0,-13934.0,-15454.0,-15342.0,-15237.0,-14918.0,-15733.0,-15368.0,-17485.0,-16513.0,-20586.0,-20002.0,-14811.0,-16248.0,-7852.0,-17513.0,-18918.0,-20282.0,-25279.0,-30339.0,-30300.0,-30150.0,-38775.0,-38752.0,-39785.0,-33092.0,-29955.0,-26607.0,-24044.0,-22867.0,-24161.0,-27600.0,-20834.0,-21789.0,-22707.0,-25101.0
3.03,Resultado Bruto,3261.0,2225.0,1072.0,469.0,4306.0,5651.0,9346.0,5785.0,5472.0,6713.0,7739.0,5058.0,6849.0,6455.0,7010.0,3508.0,7228.0,9568.0,9588.0,6765.0,4117.0,1194.0,7951.0,9743.0,14424.0,14439.0,15313.0,11706.0,14562.0,15772.0,21453.0,13174.0,12579.0,4943.0,360.0,1131.0,3142.0,9037.0,5798.0,4245.0,4207.0,6947.0,7033.0
3.04,Despesas/Receitas Operacionais,-3201.0,-5803.0,-5098.0,-5976.0,-6519.0,-5807.0,-6065.0,-5268.0,-5307.0,-6718.0,-188580.0,-54798.0,-4906.0,-460.0,-4430.0,-145.0,-10298.0,-6310.0,-6080.0,-14286.0,-5702.0,-4489.0,-4087.0,-4961.0,-5888.0,-6784.0,-5351.0,-6662.0,-6964.0,-8207.0,-9441.0,-8294.0,-7026.0,-7926.0,-7480.0,-6047.0,-5623.0,-2635.0,-7112.0,-747.0,-9766.0,-8351.0,-8274.0
3.04.02,Despesas Gerais e Administrativas,-2621.0,-2545.0,-2691.0,-2748.0,-3054.0,-3002.0,-2892.0,-2942.0,-3027.0,-2976.0,-2910.0,-2745.0,-2577.0,-2763.0,-2825.0,-3398.0,-3071.0,-3203.0,-3294.0,-3390.0,-3421.0,-2977.0,-2562.0,-2889.0,-2956.0,-3509.0,-3360.0,-3381.0,-3759.0,-4065.0,-5320.0,-4185.0,-3545.0,-4419.0,-4160.0,-4330.0,-3005.0,-3424.0,-3612.0,-3736.0,-3758.0,-4436.0,-4506.0
3.04.05,Outras Despesas Operacionais,-37.0,-73.0,-12.0,-117.0,-219.0,-13.0,-83.0,-197.0,-2.0,-1.0,-5.0,-31221.0,-44.0,-1.0,0.0,-1.0,-3.0,0.0,-4.0,-9.0,0.0,-2.0,-5.0,-1.0,-2.0,-5.0,0.0,0.0,-19.0,-6.0,0.0,-2.0,0.0,-98.0,0.0,0.0,0.0,0.0,0.0,0.0,-2597.0,0.0,-1.0
3.04.05.02,Depreciação e amortização,,,,,,,,,,,,-19.0,,,,-46.0,,,,-16.0,,,,-8.0,,,,-7.0,,,,-27.0,,,,-98.0,,,,0.0,,,
3.04.06,Resultado de Equivalência Patrimonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,60.0,-3578.0,-4026.0,-5507.0,-2213.0,-156.0,3281.0,517.0,165.0,-5.0,196319.0,-25690.0,1943.0,5995.0,2580.0,3363.0,17526.0,3258.0,3508.0,455.0,-1585.0,-3295.0,3864.0,4782.0,8536.0,7655.0,9962.0,5044.0,7598.0,7565.0,12012.0,4880.0,5553.0,-2983.0,-7120.0,52042.0,-2481.0,11672.0,-1314.0,-1772.0,-5559.0,-1404.0,-1241.0
3.06,Resultado Financeiro,-6987.0,-7049.0,-9225.0,-112428.0,-22122.0,-21737.0,-21724.0,-20411.0,-21940.0,-21540.0,-11821.0,-18641.0,-6522.0,-6425.0,-6921.0,-5317.0,-6797.0,-6704.0,-4638.0,14869.0,-4448.0,-3012.0,-4354.0,-9804.0,-10206.0,-9540.0,-7271.0,-25925.0,-9181.0,-12633.0,-3184.0,-5889.0,-8281.0,-9105.0,-7026.0,-6290.0,-11822.0,-9886.0,-11247.0,-12611.0,-12987.0,-12147.0,-10086.0
