Dividendos_Pagos,1996T1,1997T1,1998T1,1999T2,2000T2,2001T2,2002T2,2004T3,2005T2
Dividendos + JCP Pagos no Trimestre,0.094,0.112,0.1192,0.1118,0.1116,0.1116,0.1116,0.018,0.0146
