Dividendos_Pagos,2007T3,2009T4,2010T3,2010T4,2011T3,2012T3,2013T3,2014T3,2015T3,2016T3,2017T3,2018T3,2019T3,2019T4,2020T3,2020T4,2021T3,2021T4,2022T2,2022T3,2022T4,2023T2,2023T3,2024T2,2024T3,2024T4,2025T3
Dividendos + JCP Pagos no Trimestre,0.177,0.1624,0.1356,0.1733,0.268,0.3213,0.2673,0.3595,0.6013,0.492,0.2789,0.5131,0.3136,0.3446,0.195,0.3464,0.8661,1.4654,0.332,0.3968,0.4042,0.4475,0.7939,0.4457,0.4505,0.4517,0.4565
