cd_conta,conta,2010T2,2010T3,2010T4,2011T2,2011T3,2011T4,2012T2,2012T3,2012T4,2013T2,2013T3,2013T4,2014T2,2014T3,2014T4,2015T2,2015T3,2015T4,2016T2,2016T3,2016T4,2017T2,2017T3,2017T4,2018T2,2018T3,2018T4,2019T2,2019T3,2019T4,2020T2,2020T3,2020T4,2021T2,2021T3,2021T4,2022T2,2022T3,2022T4,2023T2,2023T3,2023T4,2024T2,2024T3,2024T4,2025T2,2025T3
6.01,Caixa Líquido das Atividades Operacionais,23782.000,83711.000,238309.000,93874.000,147734.000,291433.000,12311.000,131023.000,160316.000,146119.000,237299.000,262168.000,52688.000,97521.000,146272.000,-26389.000,134321.000,220537.000,-54938.000,89924.000,240390.000,125107.000,244131.000,483269.000,176483.000,198648.000,502282.000,140770.000,196122.000,755403.000,274630.000,864141.000,1325589.000,621561.000,937852.000,2231032.000,565143.000,477337.000,1616169.000,457094.000,590015.000,948904.000,365321.000,684868.000,1184036.000,584725.000,782545.000
6.01.DA,Depreciação e Amortização,8009.000,22312.000,112570.000,39018.000,85779.000,138919.000,37394.000,104035.000,157406.000,35368.000,70690.000,98260.000,28729.000,63336.000,117057.000,35629.000,90912.000,156931.000,47395.000,100494.000,159711.000,80341.000,160153.000,246924.000,70894.000,156464.000,268018.000,149244.000,291350.000,442448.000,177092.000,328973.000,506715.000,166973.000,326196.000,520647.000,253100.000,466315.000,718414.000,191150.000,378770.000,618881.000,209896.000,443261.000,761967.000,259846.000,490611.000
6.02,Caixa Líquido Atividades de Investimento,-52666.000,-170060.000,-158035.000,-108524.000,-239203.000,-371928.000,-128742.000,-286006.000,-483492.000,-109607.000,-182154.000,-320518.000,-91926.000,-195049.000,-401570.000,-140503.000,-496072.000,-755093.000,224016.000,-155817.000,-299698.000,-394748.000,-368036.000,-412294.000,-123418.000,-164092.000,-465818.000,-432454.000,88904.000,-295319.000,216542.000,-331107.000,-191676.000,-662672.000,-946971.000,-1706474.000,-302596.000,148086.000,-1136946.000,146724.000,569445.000,4890.000,-784599.000,-323199.000,-433124.000,-791400.000,-1612174.000
6.03,Caixa Líquido Atividades de Financiamento,108973.000,172101.000,38747.000,113467.000,141028.000,319530.000,498928.000,455752.000,486622.000,-98979.000,-95589.000,-30059.000,248929.000,85237.000,236224.000,154593.000,-65413.000,-140008.000,-265540.000,12067.000,23061.000,206973.000,309010.000,159656.000,119878.000,22404.000,-24711.000,170492.000,-434015.000,-639597.000,-346379.000,-503774.000,-988280.000,-202231.000,-32423.000,-489258.000,-202363.000,-609758.000,-341267.000,-791211.000,-1320990.000,-1102907.000,403620.000,-364136.000,344671.000,-495680.000,52830.000
6.04,Variação Cambial s/ Caixa e Equivalentes,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,16539.000,19498.000,52200.000,-5889.000,-8337.000
6.05,Aumento (Redução) de Caixa e Equivalentes,80089.000,85752.000,119021.000,98817.000,49559.000,239035.000,382497.000,300769.000,163446.000,-62467.000,-40444.000,-88409.000,209691.000,-12291.000,-19074.000,-12299.000,-427164.000,-674564.000,-96462.000,-53826.000,-36247.000,-62668.000,185105.000,230631.000,172943.000,56960.000,11753.000,-121192.000,-148989.000,-179513.000,144793.000,29260.000,145633.000,-243342.000,-41542.000,35300.000,60184.000,15665.000,137956.000,-187393.000,-161530.000,-149113.000,881.000,17031.000,1147783.000,-708244.000,-785136.000
