cd_conta_padrao,ds_conta_padrao,2015-T1,2015-T2,2015-T3,2015-T4,2016-T1,2016-T2,2016-T3,2016-T4,2017-T1,2017-T2,2017-T3,2017-T4,2018-T1,2018-T2,2018-T3,2018-T4,2019-T1,2019-T2,2019-T3,2019-T4,2020-T1,2020-T2,2020-T3,2020-T4,2021-T1,2021-T2,2021-T3,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
3.01,Receita de Venda de Bens e/ou Serviços,1916044.0,367180.0,587664.0,694687.0,689199.0,554746.0,603674.0,605422.0,845677.0,812266.0,614025.0,895067.0,1114342.0,757184.0,638709.0,840778.0,1123691.0,751729.0,766665.0,1029194.0,1146272.0,1021020.0,919728.0,1210979.0,1153356.0,1287779.0,1417805.0,1531733.0,1482636.0,1697459.0,1581795.0,1534094.0,1814218.0,1342587.0,1534989.0,1592401.0,2421761.0,1643709.0,1958412.0,1822338.0,1737575.0,1857161.0,1738644.0
3.02,Custo dos Bens e/ou Serviços Vendidos,-1370538.0,-274101.0,-409510.0,-508349.0,-522922.0,-397767.0,-435662.0,-458842.0,-633939.0,-536880.0,-450045.0,-549944.0,-799472.0,-500153.0,-452516.0,-619815.0,-916448.0,-553031.0,-538010.0,-663480.0,-762475.0,-701229.0,-588631.0,-749052.0,-711923.0,-796654.0,-789024.0,-828676.0,-885335.0,-1116397.0,-1048244.0,-1067981.0,-1357033.0,-831598.0,-1052999.0,-1252450.0,-2079244.0,-1131539.0,-1390566.0,-1394031.0,-1460596.0,-1424609.0,-1206833.0
3.03,Resultado Bruto,545506.0,93079.0,178154.0,186338.0,166277.0,156979.0,168012.0,146580.0,211738.0,275386.0,163980.0,345123.0,314870.0,257031.0,186193.0,220963.0,207243.0,198698.0,228655.0,365714.0,383797.0,319791.0,331097.0,461927.0,441433.0,491125.0,628781.0,703057.0,597301.0,581062.0,533551.0,466113.0,457185.0,510989.0,481990.0,339951.0,342517.0,512170.0,567846.0,428307.0,276979.0,432552.0,531811.0
3.04,Despesas/Receitas Operacionais,-90106.0,-28584.0,-62981.0,-33409.0,-31455.0,-44680.0,-39867.0,-26048.0,96169.0,-75188.0,-73351.0,-75746.0,-75393.0,-64630.0,-69657.0,-67099.0,27978.0,-66297.0,-87255.0,252877.0,-90356.0,-98236.0,292693.0,-86438.0,-111353.0,-118957.0,-84014.0,333649.0,-138240.0,-65242.0,-94466.0,337304.0,-138958.0,-130499.0,375854.0,-106295.0,716978.0,-148551.0,-150685.0,49131.0,-17794.0,-129104.0,-164360.0
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,455400.0,64495.0,115173.0,152929.0,134822.0,112299.0,128145.0,120532.0,307907.0,200198.0,90629.0,269377.0,239477.0,192401.0,116536.0,153864.0,235221.0,132401.0,141400.0,618591.0,293441.0,221555.0,623790.0,375489.0,330080.0,372168.0,544767.0,1036706.0,459061.0,515820.0,439085.0,803417.0,318227.0,380490.0,857844.0,233656.0,1059495.0,363619.0,417161.0,477438.0,259185.0,303448.0,367451.0
3.06,Resultado Financeiro,-141562.0,-56031.0,-101918.0,-74532.0,-61741.0,-73016.0,-54607.0,-64969.0,-62646.0,-39287.0,-37555.0,-52923.0,-47370.0,-38576.0,-57604.0,-75026.0,-147582.0,-63516.0,-80150.0,-199398.0,-109095.0,-72853.0,-150445.0,-66220.0,-52594.0,-129437.0,-48926.0,-132837.0,-162261.0,-298805.0,-173580.0,-273385.0,-137167.0,-160818.0,-282279.0,-139822.0,-161945.0,-328134.0,-171774.0,-358428.0,-156293.0,-237978.0,-208623.0
3.07,Resultado Antes dos Tributos sobre o Lucro,313838.0,8464.0,13255.0,78397.0,73081.0,39283.0,73538.0,55563.0,245261.0,160911.0,53074.0,216454.0,192107.0,153825.0,58932.0,78838.0,87639.0,68885.0,61250.0,419193.0,184346.0,148702.0,473345.0,309269.0,277486.0,242731.0,495841.0,903869.0,296800.0,217015.0,265505.0,530032.0,181060.0,219672.0,575565.0,93834.0,897550.0,35485.0,245387.0,119010.0,102892.0,65470.0,158828.0
3.08,Imposto de Renda e Contribuição Social sobre o Lucro,-25521.0,19831.0,7799.0,-2377.0,-4119.0,386.0,-4625.0,281.0,-125820.0,-44038.0,-59.0,-47971.0,-38772.0,-49866.0,-385.0,-12909.0,-2029.0,22578.0,732.0,-76273.0,-41701.0,-32996.0,-141451.0,-37105.0,-70126.0,-52640.0,-127429.0,-206931.0,-71373.0,4564.0,-52909.0,-100340.0,-29183.0,596.0,-157471.0,116801.0,-270268.0,70835.0,-57938.0,38911.0,2149.0,-2641.0,17588.0
3.09,Resultado Líquido das Operações Continuadas,288317.0,28295.0,21054.0,76020.0,68962.0,39669.0,68913.0,55844.0,119441.0,116873.0,53015.0,168483.0,153335.0,103959.0,58547.0,65929.0,85610.0,91463.0,61982.0,342920.0,142645.0,115706.0,331894.0,272164.0,207360.0,190091.0,368412.0,696938.0,225427.0,221579.0,212596.0,429692.0,151877.0,220268.0,418094.0,210635.0,627282.0,106320.0,187449.0,157921.0,105041.0,62829.0,176416.0
3.10,Resultado Líquido de Operações Descontinuadas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
