cd_conta,ds_conta,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
3.01,Receita de Venda de Bens e/ou Serviços,116359.000,157367.000,209870.000,221528.000,208097.000,142338.000,171637.000,224612.000,230741.000,238840.000,183473.000,145642.000,156068.000,190672.000,203649.000,203155.000,216100.000,168091.000,155542.000,175017.000,129953.000,146034.000,148232.000,133108.000,88949.000,75182.000,145750.000,76103.000,74666.000,69061.000,73034.000,72954.000,50101.000,41107.000,57289.000,34109.000,78901.000,65985.000,79308.000,95574.000,104303.500,113033.000,70118.000,133614.000,89571.000,93420.000,120127.000,170282.000,133197.000,187021.000,170352.000,176521.000,132011.000,142625.000,130304.000,-4142.000,148906.000,123738.000,175803.000,92865.000,92621.000,60339.000,123128.000
3.02,Custo dos Bens e/ou Serviços Vendidos,-78884.000,-105111.000,-141498.000,-157548.000,-144962.000,-115432.000,-151816.000,-167918.000,-163613.000,-163797.000,-127264.000,-100020.000,-104591.000,-130021.000,-136171.000,-142005.000,-151611.000,-113695.000,-112389.000,-126570.000,-94307.000,-106847.000,-110727.000,-81285.000,-71115.000,-66298.000,-122121.000,-88426.000,-73603.000,-72173.000,-65976.000,-66586.000,-44434.000,-31422.000,-39040.000,-27161.000,-68281.000,-51202.000,-54959.000,-61246.000,-75059.500,-88873.000,-57948.000,-103072.000,-64967.000,-67565.000,-93227.000,-129771.000,-99831.000,-144625.000,-126830.000,-130108.000,-103596.000,-107568.000,-101499.000,-46352.000,-126420.000,-105771.000,-137015.000,-88247.000,-78346.000,-48155.000,-98304.000
3.03,Resultado Bruto,37475.000,52256.000,68372.000,63980.000,63135.000,26906.000,19821.000,56694.000,67128.000,75043.000,56209.000,45622.000,51477.000,60651.000,67478.000,61150.000,64489.000,54396.000,43153.000,48447.000,35646.000,39187.000,37505.000,51823.000,17834.000,8884.000,23629.000,-12323.000,1063.000,-3112.000,7058.000,6368.000,5667.000,9685.000,18249.000,6948.000,10620.000,14783.000,24349.000,34328.000,29244.000,24160.000,12170.000,30542.000,24604.000,25855.000,26900.000,40511.000,33366.000,42396.000,43522.000,46413.000,28415.000,35057.000,28805.000,-50494.000,22486.000,17967.000,38788.000,4618.000,14275.000,12184.000,24824.000
3.04,Despesas/Receitas Operacionais,-23866.000,-24407.000,-31361.000,-39393.000,36727.000,-24009.000,-30784.000,-28579.000,-30208.000,-28679.000,-32776.000,-27606.000,-13888.000,-33151.000,-36655.000,1025.000,-43060.000,-29709.000,-21749.000,-35988.000,-36012.000,-35247.000,-29063.000,-56969.000,-6553.000,-23527.000,-33052.000,-42701.000,-25026.000,-29032.000,-18038.000,-23693.000,-18908.000,-20234.000,-18706.000,-16860.000,-17380.000,-15977.000,-17287.000,-24927.000,-20885.500,-16844.000,5628.000,-43474.000,-24418.000,-19226.000,-24067.000,-30338.000,-26891.000,-33852.000,-30342.000,-25126.000,-13853.000,-30293.000,-49524.000,-61476.000,-30746.000,-29565.000,-30387.000,-43265.000,-46909.000,-24207.000,-34125.000
3.04.02,Despesas Gerais e Administrativas,-19349.000,-16235.000,-20232.000,-20806.000,-19177.000,-16472.000,-22419.000,-23096.000,-25246.000,-24030.000,-24305.000,-26036.000,-19117.000,-22779.000,-23318.000,-26186.000,-20340.000,-19103.000,-26481.000,-24383.000,-21100.000,-19110.000,-18504.000,-21201.000,-15758.000,-17967.000,-14958.000,-20679.000,-15450.000,-17597.000,-14894.000,-16238.000,-9499.000,-10721.000,-10170.000,-12466.000,-9477.000,-10632.000,-10405.000,-10249.000,-11732.500,-13216.000,-9404.000,-19591.000,-8389.000,-8911.000,-12138.000,-13985.000,-11465.000,-12173.000,-13097.000,-17366.000,-12995.000,-11870.000,-16077.000,-12267.000,-13232.000,-12518.000,-14882.000,-29208.000,-19139.000,-15526.000,-20346.000
3.04.05,Outras Despesas Operacionais,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-12497.000,0.000,0.000,12497.000,0.000,-1535.000,0.000,1535.000,0.000,-2277.000,-2428.000,4705.000,0.000,0.000,-44.000,44.000,0.000,0.000,-3140.000,3140.000,0.000,0.000,-2523.000,2523.000,1261.500,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-1982.000,1982.000,0.000,0.000,-6625.000
3.04.06,Resultado de Equivalência Patrimonial,505.000,644.000,318.000,-3263.000,793.000,-1749.000,-827.000,330.000,0.000,0.000,261.000,6490.000,1489.000,-1807.000,-921.000,-1171.000,-1770.000,-1548.000,-2776.000,-2184.000,-1603.000,-1422.000,388.000,1426.000,21036.000,5412.000,2843.000,1637.000,1559.000,1829.000,4275.000,-137.000,-153.000,-799.000,1279.000,8620.000,71.000,3441.000,2594.000,592.000,3588.000,6584.000,5362.000,-237.000,844.000,1812.000,1514.000,-280.000,1602.000,1175.000,2732.000,2494.000,1605.000,850.000,886.000,-6997.000,-276.000,1391.000,2768.000,2416.000,2615.000,1771.000,525.000
3.05,Resultado Antes do Resultado Financeiro e dos Tributos,13609.000,27849.000,37011.000,24587.000,99862.000,2897.000,-10963.000,28115.000,36920.000,46364.000,23433.000,18016.000,37589.000,27500.000,30823.000,62175.000,21429.000,24687.000,21404.000,12459.000,-366.000,3940.000,8442.000,-5146.000,11281.000,-14643.000,-9423.000,-55024.000,-23963.000,-32144.000,-10980.000,-17325.000,-13241.000,-10549.000,-457.000,-9912.000,-6760.000,-1194.000,7062.000,9401.000,8358.500,7316.000,17798.000,-12932.000,186.000,6629.000,2833.000,10173.000,6475.000,8544.000,13180.000,21287.000,14562.000,4764.000,-20719.000,-111970.000,-8260.000,-11598.000,8401.000,-38647.000,-32634.000,-12023.000,-9301.000
3.06,Resultado Financeiro,-4878.000,-3296.000,-5017.000,2375.000,-17178.000,-12254.000,-5965.000,-4551.000,-5335.000,-6384.000,-3370.000,-3002.000,-3904.000,-897.000,1152.000,1203.000,1710.000,4684.000,7984.000,11600.000,5973.000,7162.000,-551.000,11377.000,6119.000,878.000,-1915.000,2488.000,914.000,-1350.000,1562.000,903.000,3198.000,2660.000,4982.000,2994.000,-2101.000,5151.000,-1409.000,-46.000,-5546.000,-11046.000,-12352.000,24663.000,7897.000,-215.000,3625.000,-2385.000,93.000,3556.000,2766.000,-5467.000,-7602.000,-16951.000,-17378.000,-23711.000,-37497.000,-9071.000,-12975.000,-10769.000,-11500.000,-12040.000,-14360.000
3.06.01,Receitas Financeiras,4667.000,7157.000,14761.000,37487.000,14020.000,16186.000,14447.000,17393.000,10048.000,10819.000,12554.000,4957.000,8074.000,14115.000,17751.000,13432.000,20069.000,16728.000,20111.000,19044.000,17717.000,19822.000,14456.000,9313.000,20526.000,14799.000,12140.000,12693.000,12674.000,9311.000,11243.000,11576.000,10410.000,8952.000,21135.000,2732.000,5859.000,12882.000,6686.000,7241.000,4894.500,2548.000,2878.000,35235.000,13694.000,10345.000,12794.000,7999.000,16531.000,19516.000,23626.000,15844.000,14685.000,6047.000,8158.000,6549.000,-2547.000,4065.000,-1628.000,5238.000,5121.000,6931.000,5214.000
3.06.02,Despesas Financeiras,-9545.000,-10453.000,-19778.000,-35112.000,-31198.000,-28440.000,-20412.000,-21944.000,-15383.000,-17203.000,-15924.000,-7959.000,-11978.000,-15012.000,-16599.000,-12229.000,-18359.000,-12044.000,-12127.000,-7444.000,-11744.000,-12660.000,-15007.000,2064.000,-14407.000,-13921.000,-14055.000,-10205.000,-11760.000,-10661.000,-9681.000,-10673.000,-7212.000,-6292.000,-16153.000,262.000,-7960.000,-7731.000,-8095.000,-7287.000,-10440.500,-13594.000,-15230.000,-10572.000,-5797.000,-10560.000,-9169.000,-10384.000,-16438.000,-15960.000,-20860.000,-21311.000,-22287.000,-22998.000,-25536.000,-30260.000,-34950.000,-13136.000,-11347.000,-16007.000,-16621.000,-18971.000,-19574.000
