Dividendos_Pagos,2007T2,2007T4,2008T2,2009T2,2010T2,2011T2,2012T2,2013T2,2013T4,2014T2,2015T2,2016T2,2020T2,2021T2,2022T2,2023T2
Dividendos + JCP Pagos no Trimestre,0.0038,0.175,0.022,0.4049,0.1358,0.3503,0.3437,0.6686,0.4182,0.5242,0.383,0.237,0.0091,0.01,0.0572,0.1442
