cd_conta,conta,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1
1,Ativo Total,38346245.0,38155309.0,40083910.0,41360888.0,42770349.0,46415952.0,48046232.0,49960107.0,50335324.0,53716835.0,56786394.0,62504412.0,70727409.0
1.01,Caixa e Equivalentes de Caixa,2151407.0,3574955.0,1808452.0,409642.0,378446.0,4768838.0,692598.0,201195.0,953560.0,506463.0,929798.0,2029253.0,267548.0
1.02,Ativos Financeiros,32670931.0,30986635.0,34421092.0,37139048.0,38294829.0,37500391.0,42991527.0,45547382.0,44698431.0,48383402.0,50752709.0,55014092.0,64743105.0
1.03,Tributos,918035.0,925783.0,978583.0,978158.0,3477005.0,966783.0,1124352.0,1030699.0,1142682.0,1381872.0,1317889.0,1259264.0,1468619.0
1.04,Outros Ativos,2153830.0,1683891.0,2365586.0,1828441.0,628.0,2515940.0,2470415.0,2396432.0,2440127.0,2349725.0,2745334.0,3172241.0,3159060.0
1.05,Investimentos,0.0,503768.0,0.0,483622.0,0.0,0.0,0.0,0.0,274026.0,280905.0,247410.0,243380.0,261225.0
1.06,Imobilizado,299841.0,301184.0,324327.0,332672.0,440112.0,494219.0,493866.0,516565.0,566088.0,552669.0,537604.0,523943.0,560850.0
1.07,Intangível,152201.0,179093.0,185870.0,189305.0,179329.0,169781.0,273474.0,267834.0,260410.0,261799.0,255650.0,262239.0,267002.0
