Preço_Fechamento,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2026T1
Preço de Fechamento Ajustado,23.0,18.78,19.83,17.0,11.9,12.81,13.54,12.18,10.98,9.12,9.23,7.67,13.2,7.12
