Dividendos_Pagos,1998T2,1998T3,1999T2,1999T4,2000T2,2001T3,2002T1,2002T2,2002T3,2003T2,2003T4,2004T1,2004T3,2005T1,2005T3,2006T1,2006T2,2006T3,2007T3,2008T1,2008T3,2009T1,2009T3,2010T1,2010T2,2010T3,2011T1,2011T3,2012T3,2013T1,2013T3,2014T1,2014T2,2014T3,2015T1,2015T2,2015T3,2015T4,2016T2,2016T4,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2023T1,2023T2,2023T3,2024T2,2024T4,2025T2,2025T3
Dividendos + JCP Pagos no Trimestre,0.1943,0.0233,0.0135,0.1462,0.0979,0.0785,0.3676,0.0053,0.3608,0.0306,0.0335,0.1583,0.0566,0.1821,0.0243,0.2914,0.3535,0.0537,1.0632,1.3007,1.5439,0.5372,0.949,1.5608,0.0031,1.3346,1.1424,1.2403,1.5455,1.353,1.522,0.7538,1.131,0.6258,0.1979,0.3959,0.0295,1.131,0.9614,1.4138,4.2632,0.7041,2.7711,0.8791,1.7766,1.1379,1.9172,3.9651,2.2451,3.2979,1.4448,1.2465,2.3998,0.0959,0.252,0.2676,0.4116,1.7886,0.1519,0.2576,0.0019,0.094,0.2001,0.1462,0.0094,0.2464,0.6114
