cd_conta,conta,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3
2,Passivo Total,2523867.0,2542712.0,2678902.0,2598336.0,2641042.0,2583331.0,2641113.0,2629673.0,2554531.0,2598729.0,2567502.0,2721418.0,2764459.0,2828621.0,2940096.0,3224044.0,3370141.0,3383618.0,3384315.0,3294865.0,3207874.0,3148570.0,3138916.0,3164780.0,3199092.0,3064989.0,3256075.0,3196192.0,3042169.0,3111503.0,2934161.0,2695117.0,2553722.0,2275940.0,2208041.0,2036925.0,2416125.0,2370151.0,2347402.0
2.01,Passivo Circulante,777360.0,876085.0,994332.0,850696.0,778164.0,875915.0,931403.0,816551.0,760539.0,777139.0,764881.0,762881.0,726006.0,819414.0,840837.0,1145064.0,779431.0,871533.0,954336.0,964940.0,913980.0,956353.0,977102.0,1095085.0,1097584.0,1111575.0,1108727.0,1545918.0,1052929.0,1430918.0,1050447.0,1333456.0,1684321.0,1475161.0,1546505.0,1940017.0,2009446.0,2101509.0,1717829.0
2.01.01,Obrigações Sociais e Trabalhistas,53287.0,55914.0,71446.0,55083.0,52029.0,56780.0,66078.0,54454.0,56992.0,65953.0,72640.0,59691.0,61721.0,70797.0,78947.0,62983.0,60346.0,65967.0,74285.0,68415.0,72351.0,92934.0,99974.0,94524.0,81763.0,88492.0,106783.0,88271.0,83168.0,105009.0,105847.0,96785.0,105612.0,82318.0,97489.0,122274.0,167431.0,199105.0,213290.0
2.01.02,Fornecedores,192826.0,202265.0,236346.0,152156.0,135909.0,167414.0,159022.0,144040.0,120861.0,152027.0,125576.0,163265.0,165540.0,159607.0,195720.0,112830.0,106761.0,136979.0,147866.0,155402.0,133246.0,136340.0,158166.0,206097.0,205871.0,190586.0,247004.0,258920.0,272719.0,262294.0,249219.0,272960.0,250572.0,259088.0,273094.0,293448.0,315064.0,341175.0,362046.0
2.01.03,Obrigações Fiscais,7895.0,10351.0,19307.0,17299.0,16592.0,15817.0,22340.0,13935.0,13536.0,12318.0,13209.0,13553.0,8876.0,11156.0,20328.0,37217.0,34425.0,15099.0,18204.0,15415.0,19563.0,33630.0,28624.0,38104.0,21241.0,23058.0,30466.0,29776.0,24310.0,17191.0,23131.0,20955.0,36276.0,42930.0,28391.0,23754.0,31640.0,30144.0,30046.0
2.01.04,Empréstimos e Financiamentos,433337.0,537229.0,587431.0,531231.0,480260.0,559256.0,592316.0,518581.0,493435.0,475462.0,477570.0,456813.0,421886.0,487777.0,459948.0,601894.0,467469.0,547525.0,612787.0,598151.0,567691.0,567631.0,543201.0,613621.0,602515.0,623405.0,522448.0,930876.0,429033.0,784377.0,394153.0,658158.0,959518.0,639217.0,713244.0,1053767.0,1051422.0,1045630.0,653186.0
2.01.05,Outras Obrigações,90015.0,70326.0,79802.0,94927.0,93374.0,76648.0,91647.0,85541.0,75715.0,71379.0,75886.0,69559.0,67983.0,90077.0,85894.0,330140.0,110430.0,105963.0,101194.0,127557.0,121129.0,125818.0,147137.0,142739.0,186194.0,186034.0,202026.0,238075.0,243699.0,262047.0,278097.0,284598.0,332343.0,408679.0,412148.0,446774.0,443889.0,485455.0,459261.0
2.01.06,Provisões,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42929.0,22139.0,0.0,0.0,0.0,0.0
2.01.07,Passivos sobre Ativos Não-Correntes a Venda e Descontinuados,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.02,Passivo Não Circulante,653798.0,575299.0,574557.0,668672.0,823759.0,687548.0,696529.0,785318.0,782906.0,809293.0,786281.0,809030.0,899058.0,844251.0,938667.0,753938.0,1108784.0,1059977.0,1009416.0,943299.0,1062103.0,1022874.0,1023786.0,963947.0,1011941.0,909360.0,1124357.0,659833.0,1079464.0,909771.0,1277963.0,982990.0,703897.0,1096105.0,1130781.0,821427.0,1009341.0,1032690.0,1441610.0
