Preço_Fechamento,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2026T1
Preço de Fechamento Ajustado,16.0,18.6,16.2,14.45,16.55,16.45,19.45,21.25,46.8,46.15,65.0,54.05,55.3,35.0,30.35,34.5,44.45,46.2,60.5,61.45,24.35,35.4,32.75,38.95,38.5,57.5,37.05,24.55,27.9,15.0,10.95,6.75,5.6,15.75,7.8,6.6,4.05,1.85,1.64,1.64
