Dividendos_Pagos,1996T2,1999T2,2002T2,2003T3,2007T2,2014T2,2015T1,2016T1,2017T1,2018T2,2019T2,2022T2,2023T2,2024T2,2025T2
Dividendos + JCP Pagos no Trimestre,8.4783,5.2861,5.2504,0.7307,16.9,15.58,10.6469,18.619,5.2588,5.8766,2.7948,8.6398,0.4468,0.6178,0.2702
