Ticker,Preço_Fechamento,2010T1,2010T2,2010T3,2010T4,2011T1,2011T2,2011T3,2011T4,2012T1,2012T2,2012T3,2012T4,2013T1,2013T2,2013T3,2013T4,2014T1,2014T2,2014T3,2014T4,2015T1,2015T2,2015T3,2015T4,2016T1,2016T2,2016T3,2016T4,2017T1,2017T2,2017T3,2017T4,2018T1,2018T2,2018T3,2018T4,2019T1,2019T2,2019T3,2019T4,2020T1,2020T2,2020T3,2020T4,2021T1,2021T2,2021T3,2021T4,2022T1,2022T2,2022T3,2022T4,2023T1,2023T2,2023T3,2023T4,2024T1,2024T2,2024T3,2024T4,2025T1,2025T2,2025T3
JOPA3,Preço de Fechamento Ajustado,10.15,10.19,10.25,11.27,10.25,10.42,10.42,10.42,10.42,10.69,10.69,10.49,12.56,7.22,11.57,11.57,11.6,11.6,11.6,8.44,8.44,9.58,9.58,8.47,9.22,12.3,16.91,18.44,15.32,18.43,20.04,20.04,14.03,16.53,15.29,19.01,17.08,20.45,20.44,23.0,25.76,20.44,26.77,30.13,27.63,31.41,26.49,25.43,23.71,19.82,19.82,20.65,19.83,20.95,20.0,20.0,20.19,20.42,21.87,20.42,20.42,20.11,20.11
JOPA4,Preço de Fechamento Ajustado,13.0,10.65,10.65,10.64,10.39,9.75,9.49,9.23,9.23,8.43,9.25,12.82,15.17,11.1,14.28,15.79,12.96,14.79,15.24,13.31,14.64,15.63,12.2,13.11,13.72,15.24,19.76,15.81,15.81,16.56,26.5,20.79,18.22,17.85,19.13,16.22,19.64,20.26,21.93,20.17,22.81,23.09,24.88,28.79,53.89,47.3,33.66,31.83,32.74,32.74,32.74,34.9,34.9,32.76,32.37,32.37,33.52,33.96,33.96,33.96,23.3,24.0,24.0
