Dividendos_Pagos,1996T1,1996T2,1997T1,1997T4,1998T2,1999T1,2000T1,2003T3,2005T2,2006T2,2007T2,2008T2,2009T2,2010T2,2011T2,2012T2,2013T2,2013T3,2014T2,2015T2,2016T2,2017T2,2018T2,2019T2,2020T3,2021T2,2022T2,2023T2,2024T2,2025T2
Dividendos + JCP Pagos no Trimestre,0.0825,0.3044,0.1833,0.109,0.346,1.1809,0.3107,0.5301,0.7582,1.5992,1.2883,1.2467,1.562,0.1915,0.6866,1.0558,1.8973,6.9369,1.0845,1.1596,1.3656,1.7342,1.0818,1.3627,0.6036,1.7979,1.7366,1.7252,0.9097,1.3297
