Dividendos_Pagos,2008T2,2009T2,2010T2,2011T2,2012T2,2013T2,2014T2,2015T2,2016T2,2016T4,2017T2,2018T2,2018T4,2019T2,2020T2,2021T2,2022T2,2023T3,2024T2,2025T2,2025T4
Dividendos + JCP Pagos no Trimestre,0.2896,0.2273,0.3884,0.4674,0.2032,0.2677,0.1966,0.3287,0.3745,1.3619,0.2835,0.3255,1.3328,0.5102,0.5097,0.4697,0.1265,0.2749,0.2737,0.5707,0.5691
