cd_conta_padrao,ds_conta_padrao,2015-T1,2015-T2,2015-T3,2015-T4,2016-T1,2016-T2,2016-T3,2016-T4,2017-T1,2017-T2,2017-T3,2017-T4,2018-T1,2018-T2,2018-T3,2018-T4,2019-T1,2019-T2,2019-T3,2019-T4,2020-T1,2020-T2,2020-T3,2020-T4,2021-T1,2021-T2,2021-T3,2021-T4,2022-T1,2022-T2,2022-T3,2022-T4,2023-T1,2023-T2,2023-T3,2023-T4,2024-T1,2024-T2,2024-T3,2024-T4,2025-T1,2025-T2,2025-T3
1,Ativo Total,9729206.0,11107069.0,10418512.0,11495678.0,10671354.0,12022129.0,11558815.0,12542306.0,11412026.0,12547503.0,12543787.0,13334413.0,11995314.0,13275369.0,12841203.0,13680123.0,10213425.0,11707641.0,14994161.0,14926547.0,11659117.0,9993292.0,9643842.0,10900296.0,10334343.0,11382943.0,11581605.0,13314221.0,12125057.0,13703828.0,13930986.0,16129832.0,14397844.0,16980230.0,16236658.0,18272622.0,17850707.0,19018963.0,19213887.0,21615587.0,18524267.0,21376875.0,20441629.0
1.01.01+1.01.02,Disponibilidades e Aplicações,1551185.0,2017675.0,1181086.0,1561130.0,1041259.0,1999927.0,1355758.0,2174973.0,1595066.0,2515266.0,2863231.0,4118544.0,2804173.0,3775451.0,2888106.0,6056247.0,2671568.0,3830428.0,6276848.0,7667593.0,4545972.0,2542966.0,2197634.0,2440546.0,2484508.0,2891650.0,2753776.0,4090561.0,3153429.0,4023238.0,4664850.0,6076618.0,2814754.0,4357407.0,3367113.0,4752742.0,3472109.0,4286950.0,6186125.0,8508976.0,6455132.0,8672807.0,7255557.0
1.01.03,Créditos Operacionais,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.01.90,Ativos de Resseguro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02.02.01,Participações em Coligadas,7121674.0,7948905.0,7506442.0,8115752.0,7759357.0,8477786.0,8095410.0,8243803.0,7639083.0,7838845.0,7601433.0,7633361.0,7560793.0,7830521.0,7478700.0,5326316.0,5278043.0,5445484.0,5006639.0,4918370.0,4778840.0,5036969.0,4832371.0,6084345.0,6080771.0,6636314.0,6806425.0,7137241.0,7156330.0,7906993.0,7258351.0,7516810.0,8338318.0,8932049.0,8782056.0,9331907.0,9949005.0,10139352.0,8936646.0,8826456.0,8582883.0,9259866.0,9055092.0
1.02.01.04,Tributos Diferidos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02.03+1.03,Imobilizado e Intangível,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
